,Songs,Listeners,Playcount,Duration,Tags
0,Soft Skin,1200,4871,84000,[]
1,Position Of Power,367,1899,0,[]
2,Lethargy,1317,5881,82000,[]
3,Off my Chest,1303,5769,64000,[]
4,Snuff Film,1616,7419,72000,[]
5,Vanity,1581,7509,77000,[]
6,Fucked/Marred,1383,5652,53000,[]
7,Pulp,1432,6015,34000,[]
8,Piss When I Cum,2243,10941,50000,[]
9,Ladies Of The Night,112,437,21000,[]
10,Unconditioned Hate,554,3621,0,[]
11,Judgement,1657,7553,60000,[]
12,9-13-91,2783,9388,131000,[]
13,9-13-91,2783,9388,131000,[]
14,Tragedy,46,216,580000,[]
15,Inborn Outcome,3154,10792,63000,[u'grindcore']
16,Inborn Outcome,3154,10792,63000,[u'grindcore']
17,taste the steel,550,1929,68000,[]
18,taste the steel,550,1929,68000,[]
19,Despreciado Me Voy,3272,11333,35000,[]
20,Despreciado Me Voy,3272,11333,35000,[]
21,Swing and Cease,3300,11335,54000,[u'atmospheric powerviolence']
22,Swing and Cease,3300,11335,54000,[u'atmospheric powerviolence']
23,Seen the Lines,3320,12117,38000,[]
24,Seen the Lines,3320,12117,38000,[]
25,in your eyes,343,1123,38000,[]
26,in your eyes,343,1123,38000,[]
27,Nel Interesa,3256,11724,42000,[]
28,Nel Interesa,3256,11724,42000,[]
29,Haven,59,382,408000,[]
30,Burlap Sack,9,11,0,[]
31,Busted Outlook,3376,12239,91000,[]
32,Busted Outlook,3376,12239,91000,[]
33,Guilty View,3506,12530,123000,"[u'hardcore', u'sludgeviolence']"
34,Guilty View,3506,12530,123000,"[u'hardcore', u'sludgeviolence']"
35,Cesar Chavez,3545,12402,41000,[]
36,Cesar Chavez,3545,12402,41000,[]
37,Pep Scapegoat,3417,12282,51000,[]
38,Pep Scapegoat,3417,12282,51000,[]
39,Possession,9,11,0,[]
40,Past Reasons,3628,12774,40000,[u'hardcore']
41,Past Reasons,3628,12774,40000,[u'hardcore']
42,Beautiful Theory,63,343,250000,[]
43,Loathe,3604,13128,32000,[]
44,Loathe,3604,13128,32000,[]
45,Ungrateful,9,11,0,[]
46,De Volada Decision,3658,13281,35000,[]
47,De Volada Decision,3658,13281,35000,[]
48,As Bad as It Is,9,11,0,[]
49,Pig Mindset,4186,15099,52000,"[u'hardcore', u'power violence', u'punk', u'USA', u'Crust', u'deathgrind', u'crust grind']"
50,Pig Mindset,4186,15099,52000,"[u'hardcore', u'power violence', u'punk', u'USA', u'Crust', u'deathgrind', u'crust grind']"
51,Career Overview,3873,14612,36000,[]
52,Career Overview,3873,14612,36000,[]
53,"Eat, Breathe, Sleep, Seethe",54,351,328000,[]
54,unmoved-complacent,3052,11308,45000,"[u'grindcore', u'grindviolence']"
55,unmoved-complacent,3052,11308,45000,"[u'grindcore', u'grindviolence']"
56,Half Dead,9,11,0,[]
57,Encontrarian Otro You,427,1414,32000,[]
58,Encontrarian Otro You,427,1414,32000,[]
59,Couch Slouch,3757,14557,84000,[u'covers']
60,Couch Slouch,3757,14557,84000,[u'covers']
61,Kiss of Death,1918,7768,63000,[]
62,Hand Me Down Existencia,4083,16715,50000,[]
63,Hand Me Down Existencia,4083,16715,50000,[]
64,Economic Survival,3304,9750,67000,"[u'grindcore', u'midwest grind']"
65,Been Lead,4354,18010,71000,"[u'powerviolence', u'grindcore', u'hardcore', u'power violence', u'fastcore', u'love cephalic carnagep', u'sludgeviolence', u'dismemberment music']"
66,Been Lead,4354,18010,71000,"[u'powerviolence', u'grindcore', u'hardcore', u'power violence', u'fastcore', u'love cephalic carnagep', u'sludgeviolence', u'dismemberment music']"
67,Cedar Ave. (Was the Best Place to Watch People Ascend to Heaven),9,11,0,[]
68,Cunsumer Might,358,1136,41000,[]
69,Remind Me,64,352,290000,[]
70,Pave Your Grave,1876,6718,35000,[]
71,No More... Feelings,4376,20887,41000,[]
72,No More... Feelings,4376,20887,41000,[]
73,Scared Fuckup,1992,7195,41000,[u'power violence']
74,Portrait,4685,20520,34000,"[u'powerviolence', u'grindviolence']"
75,Portrait,4685,20520,34000,"[u'powerviolence', u'grindviolence']"
76,I End Me,4786,21071,56000,"[u'hardcore', u'hardcore punk', u'suicide', u'powerviolence']"
77,I End Me,4786,21071,56000,"[u'hardcore', u'hardcore punk', u'suicide', u'powerviolence']"
78,No Minion,1788,6514,38000,[]
79,Passive Position,4854,22049,35000,[]
80,Shit Society,1540,5275,29000,[]
81,Passive Position,4854,22049,35000,[]
82,They All Died Is What Happened,8,10,0,[]
83,Shut Up,1134,3433,29000,[]
84,Thirty-one Days of Rain,4259,16636,62000,[]
85,Thirty-one Days of Rain,4259,16636,62000,[]
86,Fearing (the Stranglehold),53,382,311000,[]
87,College Town Revolutionary,92,180,28000,[]
88,Burning In Hell,302,1124,163000,"[u'covers', u'satan and hell']"
89,Burning In Hell,302,1124,163000,"[u'covers', u'satan and hell']"
90,Seven Funerals,9,11,0,[]
91,No Middle Ground,2110,6660,88000,[]
92,Not Laughing,1956,7110,39000,[]
93,No Fan of Cops,2315,8154,55000,"[u'ACAB', u'police and thieves']"
94,Destinial,9,11,0,[]
95,Aaron Pryor,1258,3988,31000,[]
96,All the Regimes You Hold Most Dear,12,14,0,[]
97,Sick of Routine,2111,6639,39000,[]
98,Greedy Motherfucker,1305,4091,29000,[]
99,One More Rosary,4735,18665,61000,"[u'powerviolence', u'experimental', u'female vocalists']"
100,One More Rosary,4735,18665,61000,"[u'powerviolence', u'experimental', u'female vocalists']"
101,Painted Gray,11,13,0,[]
102,Fucked Up Mess,2041,7579,68000,"[u'punk', u'hardcore', u'thrashcore']"
103,Stupid Routines,4897,20074,34000,[u'powerviolence']
104,Stupid Routines,4897,20074,34000,[u'powerviolence']
105,"You Can't Fix Me, Don't Trip",10,12,0,[]
106,High And Defenseless,953,3661,69000,[]
107,High And Defenseless,953,3661,69000,[]
108,Source of Misery,2178,6839,61000,[]
109,Politics,3567,11121,38000,[]
110,Albino,76,434,286000,[]
111,"Shit Goes in, Shit Comes out",12,14,0,[]
112,No Truth,1912,7119,34000,[]
113,My West Side Horizon,5256,23261,91000,"[u'hardcore', u'power violence']"
114,My West Side Horizon,5256,23261,91000,"[u'hardcore', u'power violence']"
115,I Live My Life,2070,7913,33000,"[u'grindcore', u'hatecore', u'FUCKING AWESOME', u'ugh', u'kick-ass', u'blastbeats', u'crushing riffs']"
116,Fear's Song,11,13,0,[]
117,Beyond a Reasonable Doubt,3015,10400,70000,"[u'punk', u'DC', u'my favorite', u'hc punk', u'hcpunk']"
118,Selfish Shit,2343,8992,75000,[]
119,Bullshit Reflection,5400,22950,56000,"[u'power violence', u'punk', u'hardcore', u'USA']"
120,Bullshit Reflection,5400,22950,56000,"[u'power violence', u'punk', u'hardcore', u'USA']"
121,Punk or Cop,3986,11956,34000,"[u'punk', u'hardcore', u'USA', u'Crust', u'90s', u'yes', u'anarchist', u'thrashcore', u'power violence', u'fastcore', u'police and thieves', u'lefties', u'hn punk or cop']"
122,Your a Joke,3047,10291,39000,[]
123,Shut Out,3158,10936,45000,[]
124,Three Day Hold,12,15,0,[]
125,Lagrimas,5373,23067,40000,"[u'grindcore', u'hardcore', u'power violence', u'grindviolence']"
126,Lagrimas,5373,23067,40000,"[u'grindcore', u'hardcore', u'power violence', u'grindviolence']"
127,Charged Up,1644,5572,36000,[]
128,Roll Call,12,17,0,[]
129,Fall Away,72,410,241000,[]
130,Divisions,5880,25956,48000,"[u'powerviolence', u'hardcore']"
131,Divisions,5880,25956,48000,"[u'powerviolence', u'hardcore']"
132,Barricade,1746,6183,35000,[]
133,Power Junkies,3537,12209,91000,"[u'Straight Edge', u'hardcore punk']"
134,Bereft,11,15,0,[]
135,culpa mia,1532,6660,30000,[]
136,culpa mia,1532,6660,30000,[]
137,My Disgust,3635,13338,47000,[]
138,The Boy With Bosoms,4513,12006,419000,"[u'Sludge', u'Stoner Rock', u'atmospheric']"
139,One of Us Cannot Be Wrong,3287,11798,316000,"[u'covers that rival the original', u'folk', u'sad', u'depressed', u'cover', u'Essential listening', u'heart wrenching vocals']"
140,A Good Thing Gone,5096,13140,235000,"[u'metal', u'heavy', u'doom metal', u'Doom', u'Sludge', u'drone doom', u'Avant-garde Metal', u'sludge metal', u'Sludge Doom', u'experimental metal', u'is he saying donut squad or what']"
141,Go Back To France,5454,13896,184000,"[u'Stoner Rock', u'Sludge', u'doom metal', u'Doom', u'stoner doom', u'tribal', u'Avant-garde Metal', u'godbodied']"
142,Sunshine (No Sun) Into the Sun,5813,15140,441000,"[u'Sludge', u'doom metal', u'Stoner Rock', u'seen live', u'heavy', u'experimental', u'noise rock', u'easy listening', u'american', u'Doom', u'drone', u'drone doom', u'Avant-garde Metal', u'sludge metal', u'despair', u'greatness', u'drone metal', u'prda', u'HFSILT', u'good for a rainy day', u'harvey milk', u'10 atomic bombs falling on your head']"
143,Goodbye Blues,5440,15260,520000,[]
144,The Lord's Prayer,5686,15529,194000,"[u'ambient', u'piano', u'beautiful']"
145,I Feel Miserable,6339,17014,228000,"[u'Sludge', u'metal', u'heavy', u'post-rock', u'Doom', u'so do i']"
146,My Broken Heart Will Never Mend,6415,18169,643000,"[u'Sludge', u'doom metal', u'experimental', u'Stoner Rock', u'drone', u'metal', u'Experimental Rock', u'4', u'Post-Metal', u'prda', u'Experimental Doom Metal', u'Songs over 10 minutes long', u'rizla']"
147,Barn Burner,7973,25618,139000,[]
148,Roses,7743,24188,273000,"[u'metal', u'doom metal', u'magic']"
149,A Maelstrom of Bad Decisions,8585,27137,135000,[]
150,Motown,9754,36027,221000,"[u'metal', u'doom metal', u'Melvins', u'riot', u'Willis']"
151,Plastic Eggs,8947,24394,388000,"[u'Sludge', u'metal', u'doom metal', u'sludge metal', u'Stoner Rock', u'Doom', u'heavy', u'experimental', u'Experimental Rock', u'stoner metal', u'over 5 minutes long', u'food and drink', u'harvey milk', u'petrified forest', u'fuzz sweet fuzz', u'reminds me of early godflesh']"
152,We Destroy the Family,8707,27022,144000,"[u'rock', u'experimental', u'Sludge', u'fear cover']"
153,Skull Socks & Rope Shoes,8872,28444,261000,"[u'metal', u'doom metal', u'Sludge', u'sludge metal']"
154,Brown Water,7791,23006,537000,"[u'Sludge', u'Doom', u'sludge metal', u'metal', u'heavy', u'indie rock', u'post-rock', u'doom metal', u'beautiful', u'death metal', u'diablo', u'mmmm', u'Q4', u'imba', u's y s l o v o', u'genre: sludge', u'harvey milk', u'for: js-post-metal', u'Not-For-Wusses']"
155,"After All I've Done for You, This Is How You Repay Me?",8408,27586,217000,"[u'metal', u'doom metal', u'Soundtrack', u'Stoner Rock', u'Doom', u'Sludge', u'stoner metal', u'audioase', u'nomadic rituals']"
