,Songs,Listeners,Playcount,Duration,Tags
0,Vltava,2100,13484,359000,"[u'covers', u'cult black metal']"
1,Knelt At The Altar That Lays Atop The Stars,9,12,0,[]
2,Windowpanes,53,95,209000,[]
3,Beneath The Burial Leaves Of A Dying Earth,1307,4148,539000,"[u'piano', u'epic', u'atmospheric', u'amazing', u'atmospheric black metal', u'blackened doom metal', u'blac metal']"
4,Aspen Crown,1324,4387,397000,[]
5,Ciwth,1385,4764,576000,[u'black metal']
6,Whisperers To This Archaic Growth,1559,5588,372000,[]
7,Váh,1635,9219,414000,"[u'black metal', u'instrumental', u'favorites', u'beautiful', u'atmospheric', u'excellent', u'brilliant', u'atmospheric black metal', u'songs to play after you sit for an hour waiting for a bus', u'vodenasto']"
8,Vltava,2100,13484,359000,"[u'covers', u'cult black metal']"
9,काली मां,4539,29074,367000,"[u'wow', u'black metal', u'instrumental', u'epic', u'atmospheric black metal', u'songs to play after you sit for an hour waiting for a bus']"
10,शव साधना,4525,24156,335000,"[u'black metal', u'Ritual', u'kvlt', u'gnosis', u'songs to play after you sit for an hour waiting for a bus']"
11,अस्तित्व की चिता पर,4756,26717,368000,"[u'black metal', u'wow', u'songs to play after you sit for an hour waiting for a bus']"
12,संहार रक्त काली,5080,28036,476000,"[u'black metal', u'songs to play after you sit for an hour waiting for a bus']"
13,Sunspot,17699,103015,428000,"[u'neofolk', u'dark ambient', u'dark folk', u'apocalyptic folk', u'moonlight-folk noir', u'Love', u'dark', u'industrial', u'Gothic', u'neo folk', u'magic male voice', u'neoclassical', u'The Breath of the Universe', u'5 Star', u'meabsolutfav', u'pure aural bliss', u'sun and moon and stars and outer space', u'myfavo', u'mylounge', u'mhm mmmmm', u'deepnight', u'9p', u'my t r i b e', u'255o0o', u'y e s yes yes', u'j u w e l e n', u'G R E A T', u'nox-aeternus']"
14,Reficul,8331,32759,1054000,"[u'dark ambient', u'neofolk', u'ambient', u'moonlight-folk noir', u'moonlight-darkness']"
15,Can I Erase The Demon?,9842,45563,235000,"[u'mysterious', u'dark ambient', u'neofolk', u'dark folk', u'favorites', u'dark', u'industrial', u'atmospheric', u'melancholy', u'melancholic', u'depression', u'pain', u'neoclassical', u'apocalyptic folk', u'depressive', u'Of The Wand And The Moon', u'Ridiculously brilliant', u'All-Time Faves', u'of the wand the moon', u'songs to play after you sit for an hour waiting for a bus', u'moonlight-folk noir', u'nox-aeternus']"
16,Here's to Misery (A Toast),10676,63646,0,"[u'dark', u'dark ambient', u'neofolk', u'ambient', u'sad', u'favorites', u'beautiful', u'atmospheric', u'melancholy', u'melancholic', u'dark folk', u'depression', u'emptiness', u'The Breath of the Universe', u'depressive', u'neo-folk', u'pure aural bliss', u'All-Time Faves', u'The seven hands of God are stroking the spine of man', u'Depression at its best']"
17,Gal Anda,12888,78683,85000,"[u'ambient', u'neofolk', u'folk', u'sad', u'dark', u'atmospheric', u'melancholy', u'melancholic', u'dark folk', u'misery', u'The Breath of the Universe', u'pure aural bliss', u'Gal Costa', u'artistically spark', u'moonlight-folk noir']"
18,Silver Rain,11502,67307,327000,"[u'electronic', u'ambient', u'piano', u'atmospheric', u'melancholic', u'darkwave', u'neofolk', u'275ooo']"
19,Algir Naudir Wunjo,9589,45600,749000,"[u'dark', u'drums', u'atmospheric', u'melancholic', u'percussion', u'dark ambient', u'dark folk', u'ritual ambient', u'Ritual', u'depressive', u'ritualistic', u'All-Time Faves']"
20,My Devotion Will Never Fade,13745,92333,249000,"[u'neofolk', u'ambient', u'favorites', u'dark', u'beautiful', u'excellent', u'melancholic', u'dark ambient', u'brilliant', u'wonderful', u'All-Time Faves', u'artistically spark', u'am i sad again']"
21,Lost In Emptiness,13490,88989,0,"[u'neofolk', u'ambient', u'melancholic', u'dark folk', u'depression', u'acoustic guitar', u'apocalyptic folk', u'The Breath of the Universe', u'pure aural bliss', u'evacuate soul', u'255o0o']"
22,Winter Solstice,11055,43233,210000,[u'275ooo']
23,Like Wolves,12352,57629,178000,"[u'neofolk', u'songs to play after you sit for an hour waiting for a bus']"
24,I Shall Feast,11586,50175,230000,"[u'sear me', u'natur ist macht']"
25,Here's An Ode,12425,60183,197000,"[u'neofolk', u'me like']"
26,Hail Hail Hail II,10503,50406,160000,[]
27,Lieblos Hin Zur Dunkelheit,10807,45257,154000,[]
28,Camouflage,11843,53376,250000,"[u'instrumental', u'folk', u'neofolk', u'martial industrial', u'apocalyptic folk', u'Martial Neofolk', u'nox-aeternus']"
29,Hollow Upon Hollow,13444,69736,163000,"[u'neofolk', u'legofolk']"
30,Wonderful Wonderful Sun,10781,55861,136000,"[u'The Breath of the Universe', u'pure aural bliss', u'natur ist macht']"
31,My Black Faith,17776,96103,178000,"[u'neofolk', u'dark', u'magic male voice', u'5 Star', u'super chill', u'yes please', u'mylounge', u'N V', u'deepnight', u'deep pure chill', u'10p', u'277ooo', u'275ooo', u'y e s yes yes', u'10 1 0 10', u'easy to lose hope', u'm a e v e']"
32,Honour,13551,65397,299000,[u'275ooo']
33,Summer Solstice,15093,78891,189000,"[u'Love', u'neofolk', u'me like', u's y s l o v o', u'natur ist macht', u'275ooo']"
34,Nighttime In Sonnenheim,14845,79665,0,"[u'neofolk', u'FUCKING AWESOME', u'The Breath of the Universe', u'pure aural bliss', u'The seven hands of God are stroking the spine of man', u'artistically spark']"
35,Black Moth,14344,57315,316000,"[u'neofolk', u'industrial', u'dark ambient', u'dark folk', u'colours', u'suicidal', u'insects', u'apocalyptic folk', u'butterflies and moths', u'martial industrial neofolk apocalyptic folk dark ambient', u'275ooo', u'moonlight-folk noir', u'nox-aeternus', u'my favs album', u'my favs artiste', u'My Fav s Titre', u'Dark Folk Noir']"
36,In A Robe Of Fire (new version,87,342,0,[]
37,I Crave For You (New Version),683,2766,174000,[]
38,Caught In Winter's Weave,200,1026,192000,[]
39,I Called Your Name,322,1630,0,[]
40,A Toast,435,1480,151000,[]
41,A Toast,435,1480,151000,[]
42,A Toast,435,1480,151000,[]
43,Here's An Ode,12425,60183,197000,"[u'neofolk', u'me like']"
44,Hail Hail Hail II,10503,50406,160000,[]
45,Lieblos Hin Zur Dunkelheit,10807,45257,154000,[]
