,Songs,Listeners,Playcount,Duration,Tags
0,To Whom It May Concern,6438,49536,178000,"[u'hate', u'post-hardcore']"
1,You Call That A Knife? This Is A Knife!,13545,116539,247000,"[u'metalcore', u'post-hardcore', u'trancecore', u'til death', u'capture the crown', u'screamo']"
2,Open Water (Ft. Lights),1581,18309,0,"[u'female vocalists', u'post-hardcore', u'4 Stars']"
3,The Sound Of Starting Over,11725,90480,248000,"[u'post-hardcore', u'3 stars', u'Anna Nicole Smith', u'amanda xeres', u'letha weapons', u'amelie neten']"
4,Carry On (Ft. Jake Luhrs),1517,16481,0,"[u'hate', u'post-hardcore', u'5 Stars']"
5,Standing On the Ashes,12289,93614,192000,"[u'post-hardcore', u'metalcore', u'3 stars', u'anne laure fourmont', u'donita dunes', u'valerie lespagnol', u'marine boudou']"
6,Youngbloods (Ft. Jesse Barnett),1603,17738,0,[u'3 stars']
7,See You On The Outside,14347,116249,254000,"[u'post-hardcore', u'metalcore', u'alyssa wurtz', u'brittany o neil', u'nina agdal', u'alison cossenet']"
8,Buried In These Walls,13098,98969,226000,"[u'post-hardcore', u'rock', u'alternative', u'alternative rock', u'ambient', u'4 Stars', u'megan fox', u'nelly chanteloup', u'Minka', u'malaurie eugenie']"
9,Déjà Vu,15827,134151,257000,"[u'post-hardcore', u'hardcore', u'metal', u'emo', u'screamo', u'emocore', u'charlotte pirroni', u'lisa lipps', u'jennifer crombet', u'cindy bastien']"
10,Hollow Bodies,24873,206923,257000,"[u'post-hardcore', u'metalcore', u'FUCKING AWESOME', u'3 stars', u'kircore', u'melodic metalcore', u'Carmen Electra', u'daphne rosen', u'hinarere taputu', u'chena vila real coimbra', u'ericka everest', u'alexandra chavatte', u'caroline receveur']"
11,You Wear A Crown But You're No King,25312,248743,223000,"[u'post-hardcore', u'metalcore', u'Favorite', u'4 Stars', u'hate', u'FUCKING AWESOME', u'Milla Jovovich', u'miau', u'kate upton', u'doris ivy loves hardstyle', u'camille cerf', u'veronica avluv', u'zahia dehar', u'virginie caprice']"
12,Exodus,17049,140666,328000,"[u'post-hardcore', u'metalcore', u'3 stars', u'kim kardashian', u'sophie lynx', u'ava lauren', u'flora coquerel', u'ayem nour', u'alice deckens', u'nabilla benattia']"
13,Nemůžu Si Dovolit,4,252,260000,[]
14,Bomby,750,5446,241000,[u'summer 2013']
15,The Last Fight (Acoustic),12798,126907,278000,"[u'acoustic', u'rock', u'sad', u'piano', u'chillout', u'metalcore', u'seen live', u'pop', u'Awesome', u'melancholic', u'male vocalists', u'<3', u'bullet for my valentine', u'alternative mello rock']"
16,Pretty on the Outside,136071,915674,236000,"[u'metalcore', u'metal', u'heavy metal', u'melodic metalcore', u'heavy rock', u'bullet for my valentine', u'screamo', u'hardcore', u'emocore', u'bullet', u'Pseudo-Metal', u'BFMV', u'pretty on the outside', u'rock', u'british', u'heavy', u'emo', u'post-rock', u'UK', u'epic', u'Awesome', u'thrash metal', u'Meditation', u'cool', u'hate', u'Favorite', u'import', u'3 stars', u'football', u'7 of 10 stars', u'twelve-eight time signature', u'favs', u'Fever', u'catchy chorus', u'taylor', u'awesome lyrics', u'-5', u'Post-Harcore', u'Katerina', u'o kurwa', u'ferveu', u'raiva', u'im not angry', u'SHYLA STYLEZ', u'bunhole', u'brooklyn decker', u'over the tainbow', u'valeria coelho maciel', u'eva karera']"
17,Begging for Mercy,142144,900387,236000,"[u'metalcore', u'metal', u'heavy metal', u'melodic metalcore', u'hard rock', u'thrash metal', u'speed metal', u'Fever', u'bullet for my valentine', u'rock', u'Progressive metal', u'alternative', u'alternative rock', u'screamo', u'alternative metal', u'emocore', u'Power metal', u'bullet', u'seen live', u'UK', u'Awesome', u'Melodic Death Metal', u'Favorite', u'FUCKING AWESOME', u'2010s', u'3 stars', u'4 of 10 stars', u'Guitar Solo', u'fucking great', u'Metal Core', u'awesome lyrics', u'Arch Enemy', u'-5', u'szatan kurwa', u'music choice: metal', u'Hevey metal', u'Five Finger Death Punch', u'Blake Lively', u'solene salmagne', u'capucine anav', u'rachel roxxx']"
18,Dignity,122793,769514,269000,"[u'metalcore', u'metal', u'heavy metal', u'hardcore', u'melodic metalcore', u'bullet for my valentine', u'screamo', u'emocore', u'indestructible', u'bullet', u'scream till you bleed', u'alternative', u'emo', u'UK', u'9 of 10 stars', u'2010', u'4 Stars', u'7 of 10 stars', u'6 of 10 stars', u'Guitar Solo', u'Awesome solo', u'energizing', u'-5', u'Katerina', u'hardcore metalcore metal', u'Hosch1', u'pozor mne', u'Calkiem dobre jak na Fever', u'emily ratajkowski', u'moera michalon', u'vanessa lawrens', u'kate frost', u'metalcore heavy thrash metal']"
19,Bittersweet Memories,163266,1034891,308000,"[u'metalcore', u'metal', u'melodic metalcore', u'alternative metal', u'rock', u'Power ballad', u'romantic', u'bullet for my valentine', u'heavy metal', u'hard rock', u'screamo', u'melancholic', u'love at first listen', u'FUCKING AWESOME', u'Love it', u'Fever', u'seen live', u'sad', u'memories', u'melodic', u'Bittersweet', u'emocore', u'addictive', u'rock ballad', u'heavy rock', u'Soundtrack Of My Life', u'1000 clever lines unread on clever napkins', u'sad days', u'calm metal', u'im done with you', u'vocal', u'alternative rock', u'favorites', u'energy', u'Love', u'k', u'amazing', u'sex', u'mix', u'male vocalists', u'Ballad', u'hate', u'Favorite', u'Favourites', u'brilliant', u'Nu Metal', u'melodic hardcore', u'2010', u'melodic metal', u'perfect']"
20,"Breaking Out, Breaking Down",142036,841027,244000,"[u'metalcore', u'metal', u'bullet for my valentine', u'metalcore metal', u'2010s', u'heavy metal', u'favorite song on fever', u'seen live', u'rock', u'hardcore', u'UK', u'thrash metal', u'post-grunge', u'Favorite', u'post-hardcore', u'emocore', u'4 Stars', u'welsh', u'Welsh Metal', u'bullet', u'Music Choice: Rock', u'Punch me in the dead spot again', u'Breaking down - bfmv', u'melissa cervoni', u'chloe saive', u'carmella bing', u'mika tan']"
21,Alone,192761,1086774,356000,"[u'metalcore', u'metal', u'heavy metal', u'melodic metal', u'melodic metalcore', u'bullet for my valentine', u'rock', u'alternative metal', u'screamo', u'alternative rock', u'hard rock', u'emocore', u'metalcore metal', u'alternative', u'emo', u'Awesome Guitar Jams', u'<3', u'true metalcore', u'bullet', u'hardcore metalcore metal', u'force plays', u'UK', u'epic', u'guitar', u'alone', u'thrash metal', u'My', u'loved', u'symphonic', u'post-hardcore', u'8 of 10 stars', u'valentine', u'FUCKING AWESOME', u'3 stars', u'Fave', u'4 Stars', u'44', u'Alter Bridge', u'Guitar Solo', u'Lil Wayne', u'great guitar solo', u'over 5 minutes long', u'crybbage power', u'Crybs Choice', u'as i lay dying', u'rebelution', u'for', u'AVENGED SEVENFOLD', u'BFMV', u'intro FTW']"
22,Pleasure And Pain,168655,930825,233000,"[u'metalcore', u'metal', u'heavy metal', u'melodic metalcore', u'metalcore metal', u'bullet for my valentine', u'00s', u'hollywood whore', u'to ve loved', u'seen live', u'heavy', u'UK', u'epic', u'Awesome', u'screamo', u'death metal', u'hate', u'emocore', u'hardcore punk', u'Yay', u'3 stars', u'FUCKING EPIC', u'Fever', u'scars', u'Guitar Solo', u'cimx-fm', u'-5', u'AVENGED SEVENFOLD', u'bullet', u'Katerina', u'LongDayEdition', u'get music', u'pleasure and pain', u'sharon stone', u'I should have never fallen in love with you', u'Calkiem dobre jak na Fever', u'lovedbyme1', u'bullet my valetine', u'janyce guillot', u'martika caringella', u'ricki white', u'metalcore heavy thrash metal']"
