,Songs,Listeners,Playcount,Duration,Tags
0,Law of the Saw,3487,16183,51000,"[u'grindcore', u'under a minute', u'like putting your dick in a toaster']"
1,Law of the Saw,3487,16183,51000,"[u'grindcore', u'under a minute', u'like putting your dick in a toaster']"
2,Bestial Destruction,3217,14487,96000,"[u'grindcore', u'music for a bible burning']"
3,Bestial Destruction,3217,14487,96000,"[u'grindcore', u'music for a bible burning']"
4,Chainsaw Justice,3290,14728,68000,"[u'grindcore', u'deathgrind']"
5,Execution Mania,3135,13941,54000,"[u'grindcore', u'under a minute']"
6,Execution Mania,3135,13941,54000,"[u'grindcore', u'under a minute']"
7,Command Of The Guillotine,66,168,26000,[u'under a minute']
8,Command Of The Guillotine,66,168,26000,[u'under a minute']
9,Behind Bars (razor),2129,8507,129000,[u'cover']
10,Behind Bars (razor),2129,8507,129000,[u'cover']
11,Hypothermia,1851,8503,0,[u'grindcore']
12,Hypothermia,1851,8503,0,[u'grindcore']
13,BLOOD WIND,1771,8071,0,[]
14,BLOOD WIND,1771,8071,0,[]
15,Burning Chrome,1759,8482,0,[]
16,Burning Chrome,1759,8482,0,[]
17,Thermal Imaging,1668,7530,0,[]
18,Circuit Demon,1667,7251,0,"[u'grindcore', u'music for a bible burning']"
19,Circuit Demon,1667,7251,0,"[u'grindcore', u'music for a bible burning']"
20,Circuit Demon,1667,7251,0,"[u'grindcore', u'music for a bible burning']"
21,New Rotation (324 Cover),847,4017,0,[]
22,But Now You Die,3566,20436,42000,[u'under a minute']
23,But Now You Die,3566,20436,42000,[u'under a minute']
24,Hurricane Death,3501,19526,61000,[]
25,Hurricane Death,3501,19526,61000,[]
26,Amphetamine Psychosis,5072,30408,52000,"[u'grindcore', u'metal', u'under a minute']"
27,Amphetamine Psychosis,5072,30408,52000,"[u'grindcore', u'metal', u'under a minute']"
28,Negative Appeal,3700,21177,39000,"[u'grindcore', u'under a minute']"
29,Negative Appeal,3700,21177,39000,"[u'grindcore', u'under a minute']"
30,Death To False Grind,5018,29610,65000,"[u'grindcore', u'metal']"
31,Death To False Grind,5018,29610,65000,"[u'grindcore', u'metal']"
32,At War With Grindcore,5031,29173,73000,"[u'grindcore', u'metal', u'brilliant']"
33,At War With Grindcore,5031,29173,73000,"[u'grindcore', u'metal', u'brilliant']"
34,Untitled,2243,9820,17000,[u'noisecore']
35,Strain,2808,10254,123000,[]
36,Embracing Extinction,14516,81907,109000,"[u'grindcore', u'death metal', u'deathgrind', u'hardcore', u'thrash metal', u'Grind', u'Tech death metal', u'Heirs To Thievery']"
37,Fed To The Wolves,13291,77457,227000,"[u'death metal', u'grindcore', u'Brutal Death Metal', u'Depressive Suicidal Black Metal', u'awesome drumming', u'rozpierdol taki ze klekajcie narody']"
38,Fed To The Wolves,13291,77457,227000,"[u'death metal', u'grindcore', u'Brutal Death Metal', u'Depressive Suicidal Black Metal', u'awesome drumming', u'rozpierdol taki ze klekajcie narody']"
39,The Carrion Call,12774,77091,226000,"[u'death metal', u'grindcore', u'rock band', u'deathgrind', u'Rock Band Network', u'Favorite', u'epic riff']"
40,The Carrion Call,12774,77091,226000,"[u'death metal', u'grindcore', u'rock band', u'deathgrind', u'Rock Band Network', u'Favorite', u'epic riff']"
41,Heirs to Thievery,12434,77302,173000,"[u'death metal', u'metal', u'grindcore', u'deathgrind', u'Tech death metal', u'corporate grind']"
42,Heirs to Thievery,12434,77302,173000,"[u'death metal', u'metal', u'grindcore', u'deathgrind', u'Tech death metal', u'corporate grind']"
43,Heirs to Thievery,12434,77302,173000,"[u'death metal', u'metal', u'grindcore', u'deathgrind', u'Tech death metal', u'corporate grind']"
44,Heirs to Thievery,12434,77302,173000,"[u'death metal', u'metal', u'grindcore', u'deathgrind', u'Tech death metal', u'corporate grind']"
45,The Spectator,12674,74598,184000,"[u'death metal', u'Brutal Death Metal', u'metal', u'hardcore', u'Live For This']"
46,The Spectator,12674,74598,184000,"[u'death metal', u'Brutal Death Metal', u'metal', u'hardcore', u'Live For This']"
47,The Illuminaught,11334,65445,234000,[u'death metal']
48,The Illuminaught,11334,65445,234000,[u'death metal']
49,The Seventh Cavalry,10252,55358,284000,"[u'death metal', u'grinding the mind']"
50,Conjuring the Cull,8611,40654,285000,"[u'death metal', u'metal', u'6 of 10 stars', u'deathgrind']"
51,We Never Come In Peace,15382,83821,119000,"[u'death metal', u'grindcore', u'instrumental', u'deathgrind', u'metal', u'Tech death metal', u'bastards from hell', u'dying planet', u'BleederLOCO', u'Thee Diablero']"
52,Theocracy,16529,88052,271000,"[u'death metal', u'grindcore', u'Brutal Death Metal', u'deathcore', u'deathgrind', u'goregrind', u'metal', u'FUCKING AWESOME', u'Tentacles', u'Grind', u'grindgore', u'crucial breakdown']"
53,Partisans of Grief,11885,67724,216000,"[u'death metal', u'Brutal Death Metal', u'deathgrind', u'Tech death metal']"
54,Traitors,15036,85057,143000,"[u'deathgrind', u'death metal', u'grindcore', u'Brutal Death Metal', u'traitors', u'Tentacles', u'garten metal', u'BleederLOCO', u'Thee Diablero']"
55,Ghosts of Catalonia,12378,64200,300000,"[u'death metal', u'deathgrind', u'us', u'Tech death metal', u'death/grind', u'Ghosts of Catalonia']"
56,Occupation,12371,62123,283000,"[u'death metal', u'deathgrind', u'grindcore', u'deathcore', u'Grind', u'occupation']"
57,Ruling Class Cancelled,13972,73673,127000,"[u'death metal', u'grindcore', u'deathgrind', u'brutal', u'intense', u'tomas lindberg', u'grind as fuck', u'innervating', u'Ruling Class Cancelled']"
58,Scorn,4570,15581,704000,"[u'Sludge', u'metal', u'doom metal', u'Doom', u'wow', u'death doom', u'drone metal', u'death-doom metal', u'nomadic rituals']"
59,Rags,4397,13955,276000,"[u'doom metal', u'Doom', u'Sludge', u'heavy as fuck', u'funeral sludge', u'Black Noise']"
60,Daybreak's Dope,29,71,0,[]
61,Daybreak's Dope,29,71,0,[]
62,Daybreak's Dope,29,71,0,[]
63,Daybreak's Dope,29,71,0,[]
64,Daybreak's Dope,29,71,0,[]
65,Confluent Macular Drug Eruption,114,289,23000,"[u'grindcore', u'too short', u'goregrind', u'Swedish Metal']"
66,Vulva Fermentation,3659,19446,35000,"[u'grindcore', u'goregrind', u'Swedish Metal', u'Regurgitate']"
67,Complete Rectal Prolapse,4124,21631,61000,"[u'goregrind', u'grindcore', u'Swedish Metal']"
68,Testicular Trauma,3806,18973,71000,"[u'goregrind', u'grindcore', u'Swedish Metal']"
69,Fleshmangler,3557,17610,66000,"[u'goregrind', u'grindcore', u'Swedish Metal']"
