,Songs,Listeners,Playcount,Duration,Tags
0,Lua Cheia,14577,66886,227000,"[u'reggae', u'brasil soft', u'pop', u'Surf', u'summer', u'brasil', u'brazilian', u'summertime', u'musica brasileira', u'reggae brasileiro', u'Bruno Mars', u'nacionais', u'baladinha', u'Armandinho', u'relaxar', u'verao2', u'meleus', u'july adora', u'cleoritz']"
1,Zoio de lula,29293,170308,251000,"[u'rock nacional', u'pop rock', u'charlie brown', u'charlie brown jr', u'classic rock', u'ska', u'surf rock', u'rock brasileiro', u'I love this song', u'badass', u'reggae-dub-ska', u'intense lyrics', u'favorite everrr', u'smoerf', u'br4z1l14n f4nk7 k0r3']"
2,Ela Vai Voltar (Todos Os Defeitos de uma Mulher Perfeita),33276,192424,188000,"[u'charlie brown jr', u'brazilian', u'rock nacional', u'rock', u'surf music', u'skate music', u'alternative rock', u'Love', u'eu', u'brasil', u'brazillian', u'Sao Paulo', u'Preferidas', u'songs about girls', u'q magazine - 1001 greatest tunes ever', u'Amo', u'Santos', u'vs', u'tavfm', u'cg', u'Para Caminhar', u'separacao', u'br4z1l14n f4nk7 k0r3', u'porque te vas', u'Ela vai voltar']"
3,Ghost in the Mirror,1629,5482,213000,[]
4,Devil's Party,5123,26470,196000,"[u'japanese', u'trancecore']"
5,Raise Your Voice,3775,17730,222000,"[u'trance', u'metalcore', u'metal', u'electronic', u'japanese', u'hardcore', u'experimental']"
6,Xeno,5011,26045,252000,"[u'metalcore', u'japanese', u'trance', u'metal', u'electronic', u'hardcore', u'experimental', u'trancecore']"
7,System X,3459,14851,95000,[]
8,On & On,6547,43953,0,[u'2015']
9,"Run Up (feat. PARTYNEXTDOOR, Nicki Minaj & Konshens) - Sak Noel, Salvi & Arpa Remix",423,570,0,[]
10,Tonight,113,171,0,[]
11,On & On,6547,43953,0,[u'2015']
12,On & On,6547,43953,0,[u'2015']
13,All The Way Up,30169,113975,191000,[u'hip hop']
14,On & On,6547,43953,0,[u'2015']
15,The Hills,282707,2529383,242000,"[u'r&b', u'love at first listen', u'electronic', u'dark', u'bass', u'rnb', u'Canadian', u'2015', u'dubstep', u'Love', u'catchy', u'night', u'amazing', u'guilty pleasure', u'Perfection', u'10s', u'fuck', u'addicting', u'<3', u'singles', u""r'n'b"", u'damn', u'snl', u'best of 2015', u'album of the year', u'songs that you wanna listen to over and over again', u'prog-rnb', u'From Another World', u'pbrnb', u'2015 single', u'bbc radio1 playlist 2015', u'us number one', u'The Weeknd', u'Songs for the guitar', u'I have to change my pants after this song', u'libalabor', u'europa plus', u'songs I would sing', u'Hills Have Eyes', u'such a sexy song gif', u'the weeknd gif', u'addiction of 2015 gif', u'2015 fig', u'I have ambivalent feelings about this', u'the best atm', u'man! i love this song', u'urt reasons', u'via-shazam', u'fuck me']"
16,Meander,5083,18746,99000,[]
17,Shaping a Single Grain of Sand,6010,25706,260000,[]
