,Songs,Listeners,Playcount,Duration,Tags
0,Weird Fishes/Arpeggi,714061,6751258,318000,"[u'alternative', u'alternative rock', u'radiohead', u'rock', u'indie', u'british', u'electronic', u'experimental', u'beautiful', u'In Rainbows', u'indie rock', u'00s', u'genius', u'Love', u'britpop', u'atmospheric', u'Dreamy', u'Mellow', u'post-rock', u'chillout', u'seen live', u'Masterpiece', u'melancholy', u'UK', u'Awesome', u'art rock', u'2007', u'in the deepest ocean', u'Experimental Rock', u'perfect', u'amazing', u'brilliant', u'sex for my ears', u'favorites', u'male vocalist', u'Favorite', u'thom yorke', u'chill', u'favourite', u'hypnotic', u'Love it', u'emotional landscapes', u'weird fishes', u'electronica', u'pop', u'Progressive rock', u'Almighty Radiohead', u'late night', u'loved', u'Sweet beat']"
1,I Can't Stand It,96764,282123,249000,"[u'classic rock', u'rock', u'eric clapton', u'blues', u'blues rock', u'80s', u'guitar', u'70s', u'guitar virtuoso', u'pop', u'singer-songwriter', u'blues-rock', u'MJ - my bluez time', u'easy listening', u'soft rock', u'adult contemporary', u'Supernatural', u'6 of 10 stars', u'clapton', u'test', u'60s', u'british', u'alternative', u'hard rock', u'UK', u'album rock', u'psychedelic', u'atmospheric', u'driving music', u'Mellow', u'Like', u'relaxing', u'Calming', u'good', u'heard on Pandora', u'male vocalist', u'rhythm and blues', u'rock n roll', u'British Blues', u'mood', u'Favourites', u'classics', u'Love it', u'poprock', u'7 of 10 stars', u'british artist', u'Favourite Songs', u'music', u'eric', u'cha cha cha']"
2,Promises,155452,487769,181000,"[u'classic rock', u'rock', u'eric clapton', u'blues', u'guitar', u'70s', u'blues rock', u'soft rock', u'Mellow', u'singer-songwriter', u'Promises', u'male vocalists', u'clapton', u'british', u'country rock', u'country', u'folk', u'favorites', u'male vocalist', u'guitar virtuoso', u'pop', u'calm', u'breakup', u'6 of 10 stars', u'the best of rock', u'atmospheric', u'oldies', u'relaxing', u'Uplifting', u'Southern Rock', u'8 of 10 stars', u'Blues Tag', u'test', u'chill', u'soul', u'classic', u'alternative', u'favorite songs', u'fast', u'female vocalists', u'hard rock', u'memories', u'Love', u'reminds me of', u'acoustic', u'album rock', u'easy listening', u'blues-rock', u'Symphonic Rock', u'adult contemporary']"
3,Trying Your Luck,551151,3142753,207000,"[u'indie', u'indie rock', u'rock', u'alternative', u'alternative rock', u'The Strokes', u'Garage Rock', u'00s', u'new york', u'american', u'post-punk', u'sad', u'Love', u'favorite songs', u'indie pop', u'favorites', u'NYC', u'garage', u'Favorite', u'2001', u'Trying Your Luck', u'Lo-Fi', u'melancholy', u'fun', u'Strokes', u'seen live', u'emo', u'happy', u'garage rock revival', u'Awesome', u'guitar', u'Energetic', u'cool', u'Favourites', u'party according to stretchead', u'british', u'USA', u'Alternative  Punk', u'britpop', u'favorite albums', u'amazing', u'I like', u'male vocalists', u'Down', u'New York City', u'2000s', u'Favourite Songs', u'luck', u'yeah', u'hipster']"
4,I Appear Missing,167438,1420898,360000,"[u'Stoner Rock', u'alternative rock', u'rock', u'desert rock', u'10s', u'hard rock', u'songs that you wanna listen to over and over again', u'beautiful', u'american', u'love at first listen', u'perfect', u'seen live', u'indie', u'alternative', u'sexy', u'sad', u'epic', u'stoner', u'great lyrics', u'2013', u'Favorite', u'Best of', u'FUCKING AWESOME', u'Masterpiece', u'Eargasm', u'2010s', u'Queens Of The Stone Age', u'right in the feels', u'songs that give me chills', u'songs with feeling', u'big depression', u'Te Amo', u'I Appear Missing now', u'Grunge', u'favorite songs', u'indie rock', u'Progressive rock', u'Contemporary', u'Awesome', u'atmospheric', u'Psychedelic Rock', u'blues rock', u'fip', u'male vocalists', u'holy shit', u'8 of 10 stars', u'robot rock', u'matador', u'eclectonia', u'4 Stars']"
5,I Appear Missing,167438,1420898,360000,"[u'Stoner Rock', u'alternative rock', u'rock', u'desert rock', u'10s', u'hard rock', u'songs that you wanna listen to over and over again', u'beautiful', u'american', u'love at first listen', u'perfect', u'seen live', u'indie', u'alternative', u'sexy', u'sad', u'epic', u'stoner', u'great lyrics', u'2013', u'Favorite', u'Best of', u'FUCKING AWESOME', u'Masterpiece', u'Eargasm', u'2010s', u'Queens Of The Stone Age', u'right in the feels', u'songs that give me chills', u'songs with feeling', u'big depression', u'Te Amo', u'I Appear Missing now', u'Grunge', u'favorite songs', u'indie rock', u'Progressive rock', u'Contemporary', u'Awesome', u'atmospheric', u'Psychedelic Rock', u'blues rock', u'fip', u'male vocalists', u'holy shit', u'8 of 10 stars', u'robot rock', u'matador', u'eclectonia', u'4 Stars']"
6,You and Your Friend,92755,387542,359000,"[u'rock', u'classic rock', u'blues', u'guitar', u'80s', u'dire straits', u'soft rock', u'blues rock', u'1980s', u'pop', u'90s', u'ballads', u'Mark Knopfler', u'knopfler', u'Mellow', u'Ballad', u'-favorites-', u'-erotica-', u'chillout', u'classic', u'british', u'favorites', u'beautiful', u'oldies', u'cool', u'male vocalist', u'male vocalists', u'friends', u'sensual', u'Rustig', u'me like', u'dire staits', u'I WAS FRIEND', u'You and Your Friend', u'-soft-rock-', u'-progressive-and-classic-rock-', u'HERZ-1', u'Hip-Hop', u'male', u'chill', u'folk', u'sad', u'post-rock', u'downtempo', u'epic', u'dark', u'easy listening', u'blues-rock', u'adult contemporary', u'RockPop']"
7,It Could Be Sweet,537310,2591317,259000,"[u'trip-hop', u'chillout', u'electronic', u'female vocalists', u'trip hop', u'portishead', u'chill', u'downtempo', u'electronica', u'90s', u'Mellow', u'alternative', u'british', u'sexy', u'lounge', u'indie', u'female vocalist', u'ambient', u'beautiful', u'triphop', u'sweet', u'chill out', u'Love', u'sad', u'bristol', u'relax', u'it could be sweet', u'smooth', u'melancholic', u'alternative rock', u'UK', u'favorites', u'melancholy', u'downbeat trip-hop', u'dummy', u'female', u'favorite songs', u'easy listening', u'night', u'sex', u'female vocals', u'chill-out', u'heard on Pandora', u'lovely', u'sensual', u'british i like', u'Hip-Hop', u'pop', u'memories', u'slow']"
8,What Have I Done to Deserve This?,88093,388359,258000,"[u'80s', u'pop', u'synthpop', u'new wave', u'dance', u'electronic', u'1987', u'synth pop', u'Pet Shop Boys', u'british', u'Dusty Springfield', u'Disco', u'electronica', u'duet', u'duets', u'rock', u'synth', u'gay', u'dance pop', u'6 of 10 stars', u'80s Pop', u'dance around your bedroom', u'classic', u'alternative', u'favorite songs', u'Love', u'90s', u'eighties', u'party', u'soft', u'loved', u'male vocalists', u""80's"", u'classics', u'questions', u'best of 80s', u'nella se liefies', u'chillout', u'indie', u'vocal', u'male', u'twee pop', u'downtempo', u'favorites', u'energy', u'britpop', u'soft rock', u'beautiful', u'Awesome', u'groove']"
9,No Regrets,141022,626501,243000,"[u'pop', u'britpop', u'british', u'robbie williams', u'90s', u'rock', u'male vocalists', u'alternative rock', u'alternative', u'singer-songwriter', u'beautiful', u'adult contemporary', u'indie', u'sexy', u'dark', u'soul', u'indie rock', u'sad', u'favorites', u'Awesome', u'robbie', u'UK', u'Love', u'melancholy', u'deep', u'Bittersweet', u'legend', u'pop rock', u'soft rock', u'england', u'hot', u'ambient', u'emotional', u'Eccentric', u'electronic', u'Reflective', u'amazing', u'melancholic', u'poignant', u'powerful', u'country', u'Mellow', u'1998', u'love at first listen', u'Pet Shop Boys', u'Soundtrack Of My Life', u'seen live', u'catchy', u'epic', u'english']"
