,Songs,Listeners,Playcount,Duration,Tags
0,Reach The Edge [Feat. Aleka Farha],23,562,229000,[]
1,In Focus,528,2527,201000,[]
2,Bled Letter,533,2692,205000,[]
3,Sign To Surrender,593,3739,296000,[]
4,Before You Speak,652,3062,238000,[]
5,In Another's Skin,631,2854,259000,[]
6,Beyond The Storm,802,3873,245000,[]
7,Grim Goodbye,41893,253971,459000,"[u'screamo', u'alternative', u'emo', u'rock', u'punk', u'post-hardcore', u'the red jumpsuit apparatus', u'alternative rock', u'amazing', u'seen live', u'hardcore', u'Love', u'epic', u'long', u'american', u'Favorite Artists', u'male vocalist', u'8 of 10 stars', u'post hardcore', u'Good Stuff', u'florida', u'jacksonville', u'met in person', u'OWNAGE', u'current obsession', u'middleburg', u'laut mitsing', u'Songs that make me a better person', u'i absolutely love this song so much', u'most favoritist songs ever in the whole wide world', u'songs i would die to', u'lebensinhalt']"
8,In Fate's Hands,126937,753178,207000,"[u'screamo', u'emo', u'rock', u'punk', u'alternative', u'post-hardcore', u'pop punk', u'Female fronted metal', u'female vocalists', u'hair metal', u'gay', u'Reggaeton', u'female vocalist', u'queercore', u'shit', u'goregrind', u'homocore', u'Officially Shit', u'Brutal Death Metal', u'nsbm', u'Gay Metal', u'a campire and a tent and a flashlight and some matches and a tree and that river and my glasses and a spaceship and a really really big bear but the bear is really really far away', u'drops wet cement on unsuspecting crippled children', u'a place for people with that tiny black spot on their brain to go when the darkness leaks out and does what it wills', u'Erotic', u'all things annoying in the world put together into one stupid bitch', u'approximately 1000 times less pleasant than EXTREME ANAL CAVING', u'brutal deathcore', u'gaycore', u'nazi', u'the worst thing ever to happen to music', u'crimes against humanity', u'hiv positive', u'douchebag', u'shit only a fag would listen to', u'shit only a retard would listen to', u'I hope you get shot', u'national socialist black metal', u'What a waste of site resources', u'swag', u'Fashioncore', u'dildocore', u'antifa', u'goatse', u'When I listen to them I dont have to buy peptobysmol anymore', u'everytime you listen to this crap a truck hits a granny', u'trashbag filled with vomit', u'They look like serial prostitutes with fake dildos to scare little kids', u'rapes my ears', u'the red jumpsuit apparatus']"
9,Losing Sight (Extended Version),397,2187,0,"[u'metalcore', u'alternative metal']"
10,Weight/Wait,217,3854,383000,[]
11,Pale Blue Dot,15095,94134,442000,"[u'ambient', u'epic', u'indie', u'experimental', u'post-hardcore', u'seen live', u'chill', u'alternative', u'alternative rock', u'post-rock', u'singer-songwriter', u'Progressive rock', u'Experimental Rock', u'beautiful', u'surreal', u'waltz', u'amazing', u'Bittersweet', u'dark ambient', u'lyrics', u'epic ambient', u'great track', u'360shift', u'after it ends', u'emo movie nerds', u'songs i have cried to', u'stephkicks']"
12,The Heir of Empty Breath,14982,85254,464000,"[u'post-hardcore', u'rock', u'experimental', u'alternative', u'Progressive', u'amazing', u'emocore', u'indie', u'punk', u'alternative rock', u'emo', u'indie rock', u'epic', u'waltz', u'download', u'male vocalists', u'post hardcore', u'FUCKING AWESOME', u'Good Stuff', u'cool beans', u'Rad', u'Love this song', u'one of my faves', u'its chill', u'Tge Receiving End of Sirens']"
13,Music of the Spheres,17602,95207,138000,"[u'post-hardcore', u'The Receiving End of Sirens', u'rock', u'indie rock', u'favorites', u'Experimental Rock', u'amazing', u'thinking music']"
