,Songs,Listeners,Playcount,Duration,Tags
0,Doing The Right Thing,64047,326460,314000,"[u'seen live', u'british', u'folk', u'fip', u'eclectonia', u'2015 single', u'Left Right and Center', u'I feel this', u'let the right thing in']"
1,Poison,4099,10203,221000,[]
2,Overnight,6739,14566,247000,[]
3,New Americana,141872,1133376,183000,"[u'eita vicio', u'indie', u'pop', u'alternative', u'american', u'love at first listen', u'best tracks of 2015', u'electronic', u'indie pop', u'female vocalists', u'Crap', u'addictive', u'Love it', u'10s', u'2010s', u'<3', u'2016', u'juicy', u'best of 2015', u'dumb lyrics', u'piece of crap', u'2015 single', u'music choice: alternative', u'sky high', u'halsey', u'indie grls n boys', u'high on legal marijuana', u'song about legal marijuana', u'bbc radio1 playlist 2016']"
4,Genghis Khan,95432,576098,212000,"[u'electropop', u'electronic', u'indie', u'pop', u'alternative', u'indie pop', u'indiepop', u'modern', u'synth', u'FM4', u'10s', u'eletronic', u'2016', u'2015 single', u'Unimaginable Brilliance', u'The Edge of Seventeen']"
5,Overnight,6739,14566,247000,[]
6,In the Air,5341,12278,319000,[]
7,Flat Out Lie,1663,4158,183000,[]
8,Focus,1584,3662,0,[]
9,R.I.P. 2 My Youth,62220,479415,205000,"[u'indie', u'USA', u'american', u'2015 single', u'new 2015', u'rovinsky', u'THE NBHD', u'THE NEIGHBOURHOOD', u'INDIE', u'EMO GOTICO', u'VEM PRO ENTERRO', u""i'm fucking crying"", u'maybe?', u'my top 100 of 2015']"
10,Wasted Love,44891,179194,179000,"[u'Canadian', u'2015 single']"
11,"I Do, Do You?",2810,6349,253000,"[u'Canadian', u'2016 single']"
12,Further Away,5589,12423,267000,[]
13,I Can swing a Hammer,1470,3503,227000,[u'sxsw 2015']
14,Jackie and Wilson,139039,719942,223000,"[u'party', u'seen live', u'indie rock', u'blues', u'male vocal', u'Like', u'irish', u'blues rock', u'gospel', u'fallon', u'2014', u'CJL Original Library', u'opener 2015']"
15,Love/Paranoia,108646,588870,186000,"[u'Psychedelic Rock', u'indie', u'rock', u'addiction', u'My Jam', u'pedro', u'like a lot', u'psychedilic', u'Kevin Parker']"
16,Gossip,129792,696193,55000,"[u'chill', u'Psychedelic Rock', u'perfect', u'Mellow', u'nostalgic', u'Fall Music', u'sunset music']"
17,Yes I'm Changing,141946,868349,271000,"[u'somafm', u'Love', u'indiepop', u'Contemporary', u'Psychedelic Rock', u'love at first listen', u'carol', u'5', u'vintage rock', u'floating around', u'Bagel', u'Pherfavs', u'koleda', u'finger snaps', u'2017', u'Perpetual Change', u'sounds like a christmas carol']"
18,Disciples,152671,991780,109000,"[u'pop', u'psychedelic pop', u'rock', u'summer', u'oldie', u'indie', u'indie pop', u'power pop', u'Contemporary', u'psychedelic', u'Psychedelic Rock', u'trippy', u'love at first listen', u'Fave Indie Pop', u'vintage', u'Ariel Pink', u'fucking incredible', u'best of 2015', u'somafm', u'#1', u'Bagel', u'reddit', u'tame impala', u'2017', u'beautiuful']"
19,Eventually,185582,1245568,319000,"[u'Psychedelic Rock', u'psychedelic pop', u'electronic', u'rock', u'power pop', u'Contemporary', u'love at first listen', u'7', u'personal favourites', u'2010s', u'2016', u'fucking incredible', u'somafm', u'album favorite', u'Bagel', u'i hope', u'single please', u'epic-ish', u'i lust', u'music choice: indie', u'opener festival 2016']"
20,Past Life,127513,713710,228000,"[u'psychedelic pop', u'love at first listen', u'electronic', u'indie', u'alternative', u'power pop', u'psychedelic', u'interesting', u'phone', u'chillwave', u'10s', u'calling', u'best of 2015', u'this', u'Drake', u'like a lot']"
