,Songs,Listeners,Playcount,Duration,Tags
0,Say Hey Kid,37373,212884,207000,"[u'experimental hip-hop', u'dont it feel good to drive a bus', u'Hip-Hop', u'electronic', u'industrial', u'Avant-Garde', u'industrial hip-hop', u'post-hipster', u'we live in the future now']"
1,Black Quarterback,38530,223017,179000,"[u'Avant-Garde', u'experimental rap', u'rap', u'experimental', u'experimental hip-hop', u'noise rap', u'you wouldnt understand mom', u'Hip-Hop', u'electronic', u'industrial', u'bjork', u'zach hill', u'industrial hip-hop', u'Noided', u'death grips', u'death grip', u'Flatlander', u'mc ride', u'doug williams']"
2,Billy Not Really,40305,242910,229000,"[u'Avant-Garde', u'chaotic', u'experimental hip-hop', u'Hip-Hop', u'experimental', u'experimental rap', u'electronic', u'rap', u'industrial', u'post-punk', u'experimental hip hop', u'bjork', u'fuck', u'industrial hip-hop', u'noise rap', u'god tier', u'sexy as fuck', u'pounding bass', u'Noided', u'death grips', u'death grip', u'fuckfuckfuck', u'JENNY DEATH WHEN', u'ooh shit ooh aooh shit']"
3,Up My Sleeves,41922,233274,317000,"[u'experimental hip-hop', u'Hip-Hop', u'industrial hip-hop', u'rap', u'experimental hip hop', u'bjork', u'hobo rap', u'electronic', u'hip hop', u'experimental', u'industrial', u'kick your ass', u'fuck yeah', u'bj\xf6rk', u'laughter', u'meme rap', u'better than one direction', u'better than david guetta', u'death grip', u'doors and windows on', u'motion on']"
4,Death Grips 2.0,21902,91494,200000,"[u'electronic', u'instrumental', u'Hope', u'aphex twin', u'Richard D James', u'Hip-Hop', u'experimental', u'industrial', u'idm', u'cyberpunk', u'breakcore', u'aphex twins', u'experimental hip-hop', u'industrial hip-hop', u'death grips', u'hotline miami 2']"
5,On GP,31483,211500,368000,"[u'experimental', u'post-rock', u'Hip-Hop', u'experimental hip-hop', u'zach hill is a fucking god', u'rock', u'sad', u'shoegaze', u'2015', u'rap rock', u'Noided', u'sad cum', u'heavy metal', u'electronic', u'punk', u'grindcore', u'rap', u'industrial', u'Post punk', u'psychedelic', u'Avant-Garde', u'great', u'screamo', u'post rock', u'Psychedelic Rock', u'depressing', u'depression', u'Favorite', u'post-hardcore', u'Nu Metal', u'hardcore punk', u'suicide', u'Perfection', u'10s', u'meme', u'fucking amazing', u'depressive', u'post metal', u'progressive rap', u'holy fucking shit', u'suicidecore', u'about me', u'industrial hip-hop', u'holy shit this song', u'Five Star Tracks', u'meme rap', u'makes me ORGASM', u'shut up and listen', u'prog rap', u'literally crushing']"
6,"Friend, You Will Never Learn",26883,118977,492000,"[u'tribal', u'2013', u'Hip-Hop', u'electronic', u'trip-hop', u'indie', u'british', u'downtempo', u'instrumental hip-hop', u'10s', u'Neo-Psychedelia', u'best of 2013', u'tri angle', u'tape hiss', u'6 stars', u'lovedbybeyondwithin', u'beyondwithins party', u'Killer Tracks', u'indietonic', u'2013 best  track']"
7,In the Fog: III,9924,31251,0,"[u'electronic', u'ambient', u'winter', u'love at first listen', u'merkliste']"
8,In the Fog II,10340,33211,0,"[u'ambient', u'experimental', u'melancholy', u'experimental ambient', u'winter', u'electronic', u'electronica', u'instrumental', u'alternative', u'urban', u'Canadian', u'Rainy Day', u'2011', u'10s', u'granular synthesis', u'bless the weather', u'lovedbybeyondwithin', u'city at night', u'cigarettes and coffee']"
9,In the Fog I,65698,306892,292000,"[u'ambient', u'electronic', u'drone', u'experimental', u'electronica', u'alternative', u'piano', u'dark', u'Canadian', u'glitch', u'winter', u'melancholy', u'Rainy Day', u'2011', u'10s', u'4 Stars', u'experimental ambient', u'granular synthesis']"
10,In the Air III,38090,170116,242000,"[u'ambient', u'experimental', u'piano', u'winter', u'melancholy', u'experimental ambient', u'electronic', u'electronica', u'alternative', u'Canadian', u'Rainy Day', u'depressing', u'cold', u'2011', u'perfect', u'10s', u'4 Stars', u'granular synthesis', u'tape hiss', u'Possibly made by God', u'omggggg']"
11,In the Air II,37814,166367,247000,"[u'ambient', u'experimental', u'noise', u'electronic', u'piano', u'winter', u'melancholy', u'Rainy Day', u'00s', u'4 Stars', u'experimental ambient', u'tape hiss', u'wills chill radio']"
12,In the Air I,39954,176827,252000,"[u'ambient', u'experimental', u'winter', u'melancholy', u'experimental ambient', u'noise', u'electronic', u'electronica', u'slow', u'dark', u'Canadian', u'Rainy Day', u'depressing', u'00s', u'2011', u'10s', u'granular synthesis', u'tape hiss']"
13,"Studio Suicide, 1980",43440,201969,205000,"[u'ambient', u'atmospheric', u'experimental', u'electronic', u'drone', u'winter', u'melancholy', u'suicide', u'experimental ambient', u'electronica', u'sad', u'Canadian', u'cinematic', u'glitch', u'sunday', u'Rainy Day', u'click', u'depressing', u'2011', u'U2', u'makes me cry', u'misc', u'10s', u'4 Stars', u'bono', u'All', u'ministry', u'heart wrenching', u'Sunday Music', u'Bile', u'Sunday bloody sunday', u'Achtung Baby', u'the edge', u'ywam', u'adam clayton', u'Larry Mullen Jr', u'Rattle And Hum', u'the joshua tree', u'clicker', u'clicking', u'blame game', u'anointing', u'finis', u'beautiful game', u'dake', u'why must you vilify', u'do not kill yourself', u'no suicide']"
14,"Analog Paralysis, 1978",43575,203411,232000,"[u'ambient', u'electronic', u'experimental', u'Canadian', u'electronica', u'alternative', u'sad', u'dark', u'drone', u'winter', u'melancholy', u'depressing', u'2011', u'meditative', u'10s', u'dark taxi baobab retreat']"
15,Hatred of Music I,45529,213568,371000,"[u'ambient', u'electronic', u'experimental', u'winter', u'melancholy', u'experimental ambient', u'Canadian', u'synth', u'Avant-Garde', u'drone', u'Rainy Day', u'2011', u'10s', u'4 Stars', u'Tim Hecker', u'worth checking out', u'granular synthesis', u'Echoes', u'Kranky Records', u'chamber-pop', u'takatukabum']"
