,Songs,Listeners,Playcount,Duration,Tags
0,Feeble Screams From Forests Unknown,64018,349840,448000,"[u'black metal', u'Norwegian Black Metal', u'True Norwegian Black Metal', u'ambient black metal', u'dark ambient', u'metal', u'true black metal', u'ambient', u'Norway', u'norwegian', u'atmospheric black metal', u'pagan metal', u'Gothic Metal', u'Brutal Death Metal', u'raw black metal', u'Black and Death Metal', u'heavy metal', u'alternative', u'fast', u'electro', u'industrial', u'Awesome', u'viking metal', u'90s', u'thrash metal', u'comedy', u'death metal', u'00s', u'anti-christian', u'Black', u'Avant-garde Metal', u'FUCKING AWESOME', u'depressive black metal', u'pagan black metal', u'dissonant', u'Burzum', u'kvlt', u'true metal', u'Katzenmusik', u'trve', u'real metal', u'list', u'radio bav', u'svartmetall', u'chillen', u'not dark ambient', u'Screams', u'heavy funk', u'Speed Black Metal', u'headbanging music']"
1,Key to the Gate,65388,376245,314000,"[u'black metal', u'Norwegian Black Metal', u'True Norwegian Black Metal', u'ambient black metal', u'Burzum', u'metal', u'norwegian', u'depressive black metal', u'atmospheric black metal', u'true black metal', u'atmospheric', u'dark ambient', u'Norway', u'nsbm', u'ambient', u'norwegian metal', u'doom metal', u'evil', u'pagan metal', u'90s', u'Pagan', u'Extreme Metal', u'black ambient', u'Black', u'Atmospheric metal', u'great riff', u'awesome guitar solos', u'tr00', u'svart metall', u'heavy metal', u'rock', u'instrumental', u'folk', u'sad', u'favorites', u'easy listening', u'scandinavian', u'viking metal', u'speed metal', u'Melodic Death Metal', u'thrash metal', u'thrash', u'death metal', u'christian', u'melancholic', u'shit', u'Favourites', u'love at first listen', u'Power metal', u'Masterpiece']"
2,Det som en gang var,71428,456998,861000,"[u'black metal', u'ambient black metal', u'atmospheric black metal', u'True Norwegian Black Metal', u'dark ambient', u'Norwegian Black Metal', u'norwegian', u'depressive black metal', u'ambient', u'metal', u'epic', u'atmospheric', u'Norway', u'dark', u'pagan metal', u'true black metal', u'sad', u'beautiful', u'Pagan', u'norwegian metal', u'nsbm', u'Burzum', u'depressing', u'cold', u'brilliant', u'FUCKING AWESOME', u'depressive', u'tortured vocals', u'heavy metal', u'Awesome', u'grim', u'forest', u'transcendent', u'Varg Vikernes', u'favorite songs', u'folk', u'experimental', u'favorites', u'amazing', u'Meditation', u'i fucking love this song', u'anti-christian', u'Atmospheric metal', u'Meetall', u'great songs from fucked up artists', u'genius', u'darkwave', u'Favourites', u'perfect', u'evil']"
3,Black Spell of Destruction,71971,489862,298000,"[u'black metal', u'Norwegian Black Metal', u'ambient black metal', u'depressive black metal', u'norwegian', u'metal', u'ambient', u'true', u'raw black metal', u'True Norwegian Black Metal', u'true black metal', u'genius', u'dark ambient', u'Black', u'1992', u'krieg', u'kvlt', u'Amazing song', u'Depressive Suicidal Black Metal', u'false black metal', u'kto nie zna ten gej', u'False Norwegian Black Metal', u'rozpierdol taki ze klekajcie narody', u'second wave black metal', u'Full Wypierdol', u'wspaniale', u'czysta poezja', u'norsk svart metall', u'i have got an orgasm when i listen to it', u'jebane mistrzostwo', u'very fucking good riffs']"
4,"Ea, Lord of the Depths",73563,477374,293000,"[u'black metal', u'True Norwegian Black Metal', u'Norwegian Black Metal', u'norwegian', u'Burzum', u'ambient black metal', u'ambient', u'dark ambient', u'metal', u'Pagan', u'pagan metal', u'true black metal', u'Norway', u'norwegian metal', u'Awesome', u'nsbm', u'depressive black metal', u'ambience', u'scandinavian metal', u'Black and Death Metal', u'Schwarz metall', u'non commercial metal', u'burning churchs', u'80s', u'brutal', u'folk', u'Stoner Rock', u'favorites', u'dark', u'beautiful', u'viking metal', u'90s', u'contemplative', u'thrash', u'spiritual', u'songs i love', u'horror', u'grim', u'Black', u'FUCKING AWESOME', u'Masterpiece', u'powerful', u'1990s', u'chilling', u'melodic black metal', u'judaism', u'1996', u'Destruction', u'true', u'wisdom']"
5,Lost Wisdom,82165,617568,279000,"[u'black metal', u'Norwegian Black Metal', u'ambient black metal', u'metal', u'True Norwegian Black Metal', u'Burzum', u'atmospheric black metal', u'dark ambient', u'true black metal', u'ambient', u'norwegian', u'atmospheric', u'depressive black metal', u'Pagan', u'FUCKING AWESOME', u'Norway', u'pagan metal', u'nsbm', u'suicidal', u'heavy metal', u'doom metal', u'viking metal', u'death metal', u'christian', u'relaxing', u'Favourites', u'grim', u'Ritual', u'depressive', u'old school black metal', u'Varg Vikernes', u'magia', u'Varg', u'melancholic sounds', u'awesome lyric', u'AGRRRHHH', u'LOTR METAL BURZUM BLACKENED METAL', u'burzum aya', u'Hip-Hop', u'rock', u'folk', u'favorites', u'industrial', u'easy listening', u'Awesome', u'thrash metal', u'thrash', u'emotional', u'neofolk', u'dark folk']"
6,War,82879,650586,150000,"[u'black metal', u'Norwegian Black Metal', u'True Norwegian Black Metal', u'metal', u'dark ambient', u'ambient black metal', u'norwegian', u'war', u'ambient', u'true black metal', u'Burzum', u'this is huh WOW', u'Norway', u'thrash metal', u'pagan metal', u'nsbm', u'black-n-roll', u'melodic black metal', u'atmospheric black metal', u'blackened thrash metal', u'krieg', u'kvlt', u'FUCKING AWESOME', u'norwegian metal', u'WAAAAARGH', u'folk', u'hilarious', u'Black', u'raw black metal', u'All time favourites', u'awesome guitar solos', u'doom metal', u'favorites', u'speed metal', u'atmospheric', u'thrash', u'death metal', u'christian', u'screamy', u'true', u'depressive black metal', u'old school black metal', u'best song', u'this is war', u'Fucking masterpiece', u'i would listen to during revolution', u'tr00', u'heavy funk', u'burning churches', u'reminds me of someone']"
7,Jesus' Tod,90914,637568,519000,"[u'black metal', u'ambient black metal', u'Norwegian Black Metal', u'True Norwegian Black Metal', u'dark ambient', u'atmospheric black metal', u'metal', u'true black metal', u'norwegian', u'ambient', u'depressive black metal', u'Norway', u'atmospheric', u'noise', u'hypnotic', u'anti-christian', u'Burzum', u'best song ever', u'TRUE FUCKING BLACK NORWEGIAN FUCKING METAL', u'Mizantrop Recommends', u'horror', u'Black', u'Masterpiece', u'norwegian metal', u'jesus', u'epic', u'dark', u'excellent', u'Pagan', u'pagan metal', u'fucking amazing', u'nsbm', u'Atmospheric metal', u'raw black metal', u'Amazing song', u'666', u'old school black metal', u'I LOVE YOU JESUS CHRIST', u'Great Metal', u'Metal Gods', u'headbanging music', u'Varg Vikernes', u'ausgezeichnet', u'Best of Black Metal', u'music that gets me my dick hard', u'black metal as it should be', u'wrath666']"
8,Dunkelheit,133249,1100755,425000,"[u'black metal', u'ambient black metal', u'dark ambient', u'Norwegian Black Metal', u'True Norwegian Black Metal', u'metal', u'Burzum', u'atmospheric black metal', u'ambient', u'depressive black metal', u'norwegian', u'true black metal', u'atmospheric', u'black ambient', u'viking metal', u'Pagan', u'depressive', u'hypnotic', u'noise', u'Varg Vikernes', u'experimental', u'Norway', u'grim', u'Dunkelheit', u'darkwave', u'Black', u'pagan metal', u'norwegian metal', u'raw black metal', u'Black Metal Ambient', u'death metal', u'Masterpiece', u'Favourite Songs', u'nsbm', u'prisoncore', u'burzum dunkelheit', u'favorites', u'dark', u'melodic noise', u'favorite tracks', u'Symphonic Black Metal', u'black doom', u'black hearted', u'burzumessive', u'when night falls she cloaks the world in impenetrable darkness suddenly life has a new meaning', u'best black metal', u'heavy metal', u'sad', u'melodic', u'kvlt']"
9,This Charming Man,703867,6144476,163000,"[u'80s', u'indie', u'new wave', u'alternative', u'The Smiths', u'british', u'rock', u'post-punk', u'britpop', u'indie rock', u'alternative rock', u'Morrissey', u'pop', u'indie pop', u'Manchester', u'Great Lyricists', u'favorites', u'1983', u'Awesome', u'Favourites', u'melancholy', u'smiths', u'classics', u'beautiful', u'UK', u'Post punk', u'Love', u'jangle pop', u'1984', u'This charming man', u'dance', u'happy', u'college rock', u'party', u'love at first listen', u'80s alternative', u'charming', u'melancholic', u'Favorite', u'perfect', u'Moz', u'power pop', u'pop rock', u'catchy', u'england', u'Favorite Artists', u'british i like', u'Favourite Songs', u'anthem', u'amayzes loved']"
