,Songs,Listeners,Playcount,Duration,Tags
0,Штурмуя Небеса,11132,103471,0,"[u'rock', u'alternative', u'alternative rock', u'emo']"
1,The Wall,77464,265261,283000,"[u'Progressive rock', u'classic rock', u'rock', u'kansas', u'70s', u'hard rock', u'art rock', u'Awesome', u'80s rock', u'the wall', u'epic', u'Progressive', u'prog', u'symphonic prog', u'poprock', u'masterclass', u'music I have or have to buy', u'alternative', u'pop rock', u'favorites', u'album rock', u'easy listening', u'Symphonic Rock', u'soft rock', u'arena rock', u'atmospheric', u'Mellow', u'k', u'Like', u'Pink Floyd', u'amazing', u'relaxing', u'Prog-Rock', u'rock n roll', u'mood', u'Ballad', u'shit', u'melodic rock', u'music', u'Cream', u'1976', u'REM', u'Deep Purple family', u'easyrock', u'4 Star', u'70s progressive rock', u'harmonic minor', u'fucking incredible', u'golden', u'before the Decemberists']"
2,Штурмуя Небеса,11132,103471,0,"[u'rock', u'alternative', u'alternative rock', u'emo']"
3,The Wall,77464,265261,283000,"[u'Progressive rock', u'classic rock', u'rock', u'kansas', u'70s', u'hard rock', u'art rock', u'Awesome', u'80s rock', u'the wall', u'epic', u'Progressive', u'prog', u'symphonic prog', u'poprock', u'masterclass', u'music I have or have to buy', u'alternative', u'pop rock', u'favorites', u'album rock', u'easy listening', u'Symphonic Rock', u'soft rock', u'arena rock', u'atmospheric', u'Mellow', u'k', u'Like', u'Pink Floyd', u'amazing', u'relaxing', u'Prog-Rock', u'rock n roll', u'mood', u'Ballad', u'shit', u'melodic rock', u'music', u'Cream', u'1976', u'REM', u'Deep Purple family', u'easyrock', u'4 Star', u'70s progressive rock', u'harmonic minor', u'fucking incredible', u'golden', u'before the Decemberists']"
4,Яблони,12866,63441,332000,"[u'1999', u'belarussian', u'90s', u'male vocalists', u'wedding', u'positive']"
5,Яблони,12866,63441,332000,"[u'1999', u'belarussian', u'90s', u'male vocalists', u'wedding', u'positive']"
6,Солнца Свет,8305,57991,0,"[u'Power metal', u'Favorite', u'melodic metal', u'russian metal', u'rising', u'great riff']"
7,Безумец,64,315,0,[]
8,Chapter V,20346,121792,291000,"[u'symphonic metal', u'doom metal', u'melancholic', u'Gothic Metal', u'Gothic', u'Doom', u'folk metal', u'atmospheric', u'melodic metal', u'sympho-gothic', u'metal', u'female vocalists', u'Progressive', u'nightmares', u'symphonic doom metal', u'slgdm', u'slgdmtopalbums', u'Estatic Fear', u'black metal', u'Classical', u'rock', u'favorites', u'beautiful', u'great', u'favourite', u'f', u'good', u'male vocalist', u'symphonic', u'sinfonico', u'Symphonic Black Metal', u'atmospheric black metal', u'fucking great', u'songs I fucking love to death', u'Killer', u'slgdmbestof', u'Love and Pain', u'Gothic Beasts', u'I closed my eyes in ecstasy', u'FeyTale']"
9,Chapter V,20346,121792,291000,"[u'symphonic metal', u'doom metal', u'melancholic', u'Gothic Metal', u'Gothic', u'Doom', u'folk metal', u'atmospheric', u'melodic metal', u'sympho-gothic', u'metal', u'female vocalists', u'Progressive', u'nightmares', u'symphonic doom metal', u'slgdm', u'slgdmtopalbums', u'Estatic Fear', u'black metal', u'Classical', u'rock', u'favorites', u'beautiful', u'great', u'favourite', u'f', u'good', u'male vocalist', u'symphonic', u'sinfonico', u'Symphonic Black Metal', u'atmospheric black metal', u'fucking great', u'songs I fucking love to death', u'Killer', u'slgdmbestof', u'Love and Pain', u'Gothic Beasts', u'I closed my eyes in ecstasy', u'FeyTale']"
