,Songs,Listeners,Playcount,Duration,Tags
0,When the Joyful Dead Are Dancing,5832,31172,278000,"[u'metal', u'Progressive metal', u'Avant-garde Metal', u'Masterpiece', u'Avant-garde extreme metal']"
1,Unfed Pendulum,6795,38315,475000,"[u'Avant-Garde', u'Avant-garde Metal', u'metal', u'experimental', u'Symphonic Black Metal', u'Avant-garde extreme metal']"
2,Die for Love,9843,61854,315000,"[u'darkwave', u'alternative', u'Gothic', u'ambient', u'experimental', u'electro', u'dark', u'industrial', u'dark ambient', u'dark pop', u'Canadian', u'atmospheric', u'ethereal', u'favourite', u'uw', u'mystories']"
3,Deadly Scenes,723,2442,788000,[]
4,Tablescrap,18003,108391,234000,"[u'Avant-Garde', u'dark cabaret', u'Avant-garde Metal', u'Circus Metal', u'experimental', u'metal', u'female vocalists', u'quirky', u'stolen babies', u'Female fronted metal', u'goth', u'heavy', u'sexy', u'prog', u'power', u'dark', u'bass', u'crazy', u'beauty', u'avantgarde', u'darkwave', u'female vocals', u'00s', u'i am a party girl here is my soundtrack', u'want to see live', u'goth metal', u'Harsh', u'experimental metal', u'show', u'favourite tracks', u'coolest', u'jazz metal', u'Best of the best', u'Killer', u'dark circus', u'arcane metal', u'Everything i need', u'hyperweird', u'beautiful insanity', u'the end records', u'songs that give me chills', u'decent', u'downtuned', u'Niezle', u'favourite lyrics', u'a bit addams family', u'maz35rated4', u'low tuned', u'Rockabilly-ish', u'Stealing Babies']"
5,Looking Back,1255,5879,33000,[]
6,Until Yet a Few More Deaths Do Us Part,5746,29095,125000,"[u'Progressive metal', u'Avant-garde Metal', u'Eargasm', u'progressive death metal', u'experimental metal', u'experimental death metal', u'Avant-garde extreme metal', u'theathretical metal']"
7,Squeeze Me Macaroni,56740,258464,338000,"[u'experimental', u'funk metal', u'Avant-Garde', u'funk', u'mike patton', u'Experimental Rock', u'funky', u'metal', u'rock', u'alternative', u'Progressive rock', u'ska', u'Progressive', u'insane', u'groovy', u'jazz bass', u'crazy shit', u'chillout', u'alternative rock', u'indie rock', u'strange', u'Awesome', u'avantgarde', u'fun', u'patton', u'Avant-garde Metal', u'top rock songs', u'food porn', u'Cicus Music', u'jazz', u'punk', u'Progressive metal', u'hard rock', u'epic', u'industrial', u'Comedy Rock', u'Fusion', u'bass', u'weird', u'jazz fusion', u'american', u'party', u'alternative metal', u'comedy', u'schizophrenic', u'jazz guitar', u'trippy', u'cool', u'Jazz Rock', u'funny']"
8,Little Silly Thing Part 2,118,386,0,[]
9,Words,7887,46119,357000,"[u'Avant-garde Metal', u'experimental', u'progressive avant-garde metal', u'Avant-Garde', u'metal', u'Progressive metal', u'Female fronted metal', u'electronic', u'Progressive rock', u'symphonic metal', u'Extreme Metal', u'melodic metal', u'Avant Garde Metal', u'Avant-garde extreme metal', u'dat bass line']"
10,Silence 011010701,14180,68907,313000,"[u'instrumental', u'experimental', u'Progressive metal', u'industrial', u'Avant-Garde', u'psychedelic', u'Avant-garde Metal', u'circus music', u'Soundtrack', u'heavy metal', u'black metal', u'metal', u'jazz', u'alternative', u'math rock', u'Progressive rock', u'dark', u'speed metal', u'orchestral', u'thrash metal', u'Progressive', u'Gothic Metal', u'Psychedelic Rock', u'coding', u'symphonic', u'symphonic metal', u'relax', u'Power metal', u'mistagged', u'progressive death metal', u'experimental metal', u'operatic', u'Psychedelic metal', u'expressive', u'orchestral metal', u'avant-garde rock', u'energizing', u'hyperweird', u'retroschool', u'experimental psychedelic rock', u'wonderfully creepy', u'Extreme Prog Metal', u'progressive avant-garde metal', u'transym', u'Avant-Garde Thrash Metal', u'Experimental Psychedelic', u'cyberbit', u'cinematic music', u'experimental thrash metal', u'progressive avant-garde']"
