,Songs,Listeners,Playcount,Duration,Tags
0,Claw and Fang,9224,64309,519000,"[u'ambient', u'neofolk', u'dark folk', u'instrumental', u'Fantasy Ambient', u'fantasy music', u'me like', u'Finnish Neofolk', u'Z3PO like this', u'finnish dark folk']"
1,Moonbow,12523,82768,639000,"[u'ambient', u'instrumental', u'dark folk', u'neofolk', u'dark ambient', u'Soundtrack', u'folk', u'epic', u'acoustic', u'Gothic', u'minimal', u'beautiful', u'atmospheric', u'tribal', u'finnish', u'5 Stars', u'friends', u'4 Stars', u'martial', u'finland', u'mystic', u'darkfolk', u'me like', u'chill-out tunes', u'looking at the sky with the third eye', u'themuseofyourdreamofsanity', u'sear me', u'natur ist macht', u'Z3PO like this', u'Deep Sea Diver', u'Atmospheric Acoustic', u'flupke1omg']"
2,Last Vestige of Old Joy,7044,54210,321000,"[u'neofolk', u'atmospheric', u'folk', u'dark folk', u'acoustic', u'beautiful', u'Totally fucking awesome track', u'me like']"
3,The Wolves of Timberline,14877,94583,292000,"[u'instrumental', u'ambient', u'folk metal', u'neofolk', u'folk', u'doom metal', u'acoustic', u'beautiful', u'favorite songs', u'Agalloch', u'black metal', u'metal', u'favorites', u'winter', u'inspirational', u'dark folk', u'brilliant', u'wolves', u'9 lbs hammer', u'not available on Last-fm radio yet', u'500 essential songs', u'me like', u'is-it-instrumental']"
4,A Winternight Visage,8306,55036,290000,"[u'neofolk', u'ambient', u'Atmospheric folk', u'instrumental', u'alternative', u'new age', u'dark ambient', u'dark folk', u'fantasy', u'instrumental folk', u'Infinite Horizons']"
5,Courting,8516,58075,260000,"[u'atmospheric', u'neofolk', u'forest', u'beautiful', u'mystic', u'instrumental', u'Dreamy', u'emotional', u'dark folk', u'dark acoustic', u'loved tracks', u'zajebiste', u'My Blue', u'Infinite Horizons', u'awesome instrumental', u'Z3PO like this', u'atul-epics']"
6,Renewal,10657,68505,260000,"[u'neofolk', u'ambient', u'atmospheric', u'melancholic', u'free mp3', u'naturewave', u'sad', u'favorites', u'acoustic', u'beautiful', u'floating', u'melancholy', u'emotional', u'bliss', u'dark folk', u'dark acoustic', u'traditional', u'perfect', u'i love it', u'finland', u'ambient folk', u'kantele', u'enchanting', u'favourite tracks', u'pagan folk', u'Scandinavian folk', u'nordic folk', u'traditional folk', u'Amazing track', u'All-Time Faves', u'songs to sleep to', u'renewal', u'looking at the sky with the third eye', u'touchYOURskin', u'themuseofyourdreamofsanity', u'sear me', u'natur ist macht', u'Finland Folk', u'Deep Sea Diver', u'dddiver', u'acoustic-indie-folk', u'free indir indir', u'Tolkien folk', u'atul-epics', u'whisper folk']"
7,Calmly Passing Monument,8873,62180,288000,"[u'neofolk', u'kantele', u'favourite tracks', u'beautiful', u'contemplative', u'dark folk', u'dark acoustic', u'i love it', u'Amazing song', u'human condition']"
8,Summer Storm,14578,80101,247000,"[u'neofolk', u'ambient', u'atmospheric', u'dark ambient', u'dark folk', u'dark acoustic', u'kantele', u'electronic', u'dark', u'acoustic', u'folk metal', u'melodic', u'melancholic', u'Sommer', u'finland', u'Atmospheric metal', u'ambient folk', u'loved tracks', u'Nest', u'bass guitar', u'atmospheric folk metal', u'nature inspired', u'Atmospheric folk', u'natur', u'sturm', u'wald', u'feuer', u'Deep Sea Diver', u'Elemente', u'brennen', u'Jahreszeiten', u'Eremuse-anima-', u'dddiver', u'sire-1zkx', u'whisper folk', u'flupke1omg']"
9,Otterheart,9459,64921,274000,"[u'neofolk', u'antial', u'dark acoustic', u'ambient', u'dreaming away', u'folk', u'calm', u'acoustic', u'night', u'atmospheric', u'melancholic', u'Pagan', u'dark folk', u'brilliant', u'kantele', u'loved tracks', u'folk-ambient', u'Z3PO like this', u'my mind is flying']"
