,Songs,Listeners,Playcount,Duration,Tags
0,Up the Wolves,86455,587818,299000,"[u'acoustic', u'indie', u'folk', u'indie rock', u'Lo-Fi', u'Great Lyricists', u'The Mountain Goats', u'awesome lyrics', u'pxs: loved', u'alternative', u'sad', u'singer-songwriter', u'USA', u'favorites', u'Awesome', u'Reflective', u'Mellow', u'Best of 2005', u'alt folk', u'indie folk', u'loved', u'4ad', u'songs i love', u'Favourites', u'alt rock', u'ghosts', u'Awesome stuff', u'2000s', u'me likey', u'3 stars', u'Songs Seen Live', u'wolves', u'loops', u'good mood', u'pretty cool', u'TV Series', u'songs with animals in title', u'resilient', u'animals of many kinds', u'WALKING DEAD', u'mmm mmm good', u'Stuff from Neil', u'a long red glare', u'songs involving beasts', u'revolution songs', u'darnielle is my hero', u'streets ahead', u'Up the Wolves', u'balls in the mouth of the gospel', u'pxs: indie']"
1,White Waves,16202,77859,263000,"[u'rock', u'white', u'alternative', u'favorite songs', u'epic', u'poetry', u'Perfection', u'colors', u'male vocals', u'waves', u'theatrical', u'duyster', u'better than the beatles', u'somafm', u'Best band in the world', u'Bagel', u'alternative  rock', u'lonely nights screaming silence away', u'pretty pure', u'leaking eyes and hearts']"
2,Shut Up I Am Dreaming Of Places Where Lovers Have Wings,53861,345483,443000,"[u'indie', u'Perfection', u'indie rock', u'Love', u'Canadian', u'amazing', u'sunset rubdown', u'beautiful', u'montreal', u'epic', u'melancholy', u'repeatrepeatrepeat', u'song names that are simply marvelous', u'Possibly made by God', u'seltsam aber auch wundervoll', u'pretty great closing track', u'indie pop', u'canada', u'acoustic', u'Lo-Fi', u'chilled', u'Favorite', u'brilliant', u'2006', u'FUCKING AWESOME', u'good lyrics', u'Wolf Parade', u'unique vocals', u'mythic', u'spencer krug', u'dear song: I will stop sleeping for you', u'clunk-rewind-clunk-play-clunk', u'krug', u'ilovethissongsoverymuchtothepointwherethespacebarisunnecessary', u'mind blowing orgasm', u'perlen der musik', u'the lyrics are amazing', u'classic rock', u'seen live', u'chill', u'alternative', u'alternative rock', u'favorite songs', u'emo', u'new york', u'best of 2006', u'dance', u'favorites', u'calm', u'omg']"
3,Digging Holes,11031,35290,249000,"[u'Psychedelic Rock', u'discover', u'nuevas buenas']"
4,Sold,27645,169947,230000,"[u'Canadian', u'indie', u'amayzes loved', u'folk', u'folk pop', u'Vancouver', u'catchy', u'davaho53', u'singer-songwriter', u'folk rock', u'clap to this', u'seen live', u'indie rock', u'acoustic', u'beautiful', u'download', u'Mellow', u'to download', u'favourite', u'indie folk', u'best of 2009', u'Alternative Folk', u'relax', u'wow', u'zicbouge', u'radio paradise', u'radioparadise', u'friendsofthekingofrummelpop', u'best songs of the 00s', u'handclaps', u'clapping', u""can't stop listening"", u'stonesoup', u'mfnw', u'Moptracks', u'it hurts it kills', u'donegal77-loved', u'Sold- Dan Mangan']"
5,Jeopardy,9321,42438,305000,"[u'indie', u'sad', u'sorrow', u'canon', u'where did i go where did i go what is this sorrow what is this sorrow']"
6,Not What You Think It Is,6529,29662,352000,"[u'Canadian', u'indie', u'chill', u'folk', u'singer-songwriter', u'acoustic', u'ruhig', u'lovage', u'dachterasse']"
7,Kalimankou Denkou (The Evening Gathering),1449,3402,306000,[]
8,"Oh Well, Okay",174303,887242,153000,"[u'singer-songwriter', u'indie', u'acoustic', u'Mellow', u'elliott smith', u'melancholy', u'singer-songwritergdchill', u'american i like', u'rock', u'indie rock', u'favorites', u'chill', u'alternative', u'folk', u'90s', u'indie folk', u'chillout', u'alternative rock', u'indie pop', u'sad', u'guitar', u'Favorite Artists', u'elliott', u'okay', u'oh well', u'seen live', u'pop', u'favorite songs', u'USA', u'piano', u'folk-rock', u'americana', u'beautiful', u'moody', u'vocals', u'longing', u'american', u'genius', u'lonely lonely', u'amazing', u'quiet', u'loved', u'male vocalists', u'best song ever', u'Heartbreaking', u'depression', u'relax', u'best', u'Favourites', u'yes']"
9,Location,106904,512438,279000,"[u'indie', u'love at first listen', u'indie pop', u'folk', u'acoustic', u'indie folk', u'folk pop', u'folktronica', u'seen live', u'indie rock', u'favorites', u'american', u'fun', u'good', u'ambient folk', u'rock', u'alternative', u'catchy', u'cute', u'Like', u'band', u'loved', u'male vocalist', u'interesting', u'check out', u'I Like It', u'10 of 10 stars', u'Good Stuff', u'<3', u'to check out', u'geography', u'o', u'Maybe', u'new artists', u'skins', u'cool lyrics', u'readingfestival2010bestsongs', u'location', u'Cool sound', u'My Best', u'Like this', u'bus songs', u'I Like You', u'oo', u'010s', u'sweet little music', u'ze best', u'freelance whales', u'things i just straight up like', u'adside']"
10,Ezekiel 7 and the Permanent Efficacy of Grace,23862,108691,288000,"[u'mpsvdloved', u'mpsvd-luisterpaal-j', u'USA', u'piano', u'melancholy', u'loved', u'2000s', u'Songs Seen Live', u'bible', u'Pitchfork: Best New Music']"
11,Where I'm From,20204,57306,168000,"[u'indie rock', u'folk rock', u'indie folk', u'road trip music', u'8 of 10 stars']"
12,Silver Moons,66840,327241,285000,"[u'indie rock', u'melancholic', u'indie', u'2009', u'Canadian', u'00s', u'moon', u'spencer krug', u'sunset rubdown', u'lizvelrene2009', u'Tracks I can relate to', u'end of love', u'rock', u'alternative', u'alternative rock', u'downtempo', u'piano', u'new wave', u'Mellow', u'dramatic', u'Bittersweet', u'indie folk', u'Uplifting', u'heartbreak', u'fav', u'love at first listen', u'the moon', u'joy', u'100', u'overblown', u'new sounds', u'Burn One', u'songs that knock me out', u'extraordinary indie', u'2k9 mix', u'true ridiculous dumbass', u'rock-out', u':4star', u'dr small jukebox', u'ned', u'love-the-lyrics', u'shard', u'in with the new', u'Do You Want The Truth Or Something Beautiful', u'q2jslfm', u'-didolas', u'playlist: moonstruck madness', u'shit to look up', u'3-4 indie', u'BunnyBlues']"
13,Spore,13786,73199,259000,"[u'indie', u'alternative rock', u'experimental', u'piano', u'Mellow', u'songs about space', u'somafm', u'fuzzy guitars', u'Bagel', u'te2 best of 2012']"
14,Take Me Home,57447,309687,160000,"[u'american', u'experimental', u'Lo-Fi', u'2012 single', u'favorite song', u'somafm', u'Bagel', u'Giusychevola e che ama', u'giusychevola gifts from friends', u'HERZ-1', u'RCD', u'HOOKERISM', u'i work the corner of an endless grid', u'sangrar']"
15,White Cedar,26136,115758,185000,"[u'trees', u'indie', u'rock', u'indie rock', u'singer-songwriter', u'piano rock', u'2012', u'10s', u'Merge', u'tomlab']"
16,Chicago,502295,4107643,364000,"[u'indie', u'folk', u'singer-songwriter', u'beautiful', u'sufjan stevens', u'Mellow', u'chicago', u'indie folk', u'indie pop', u'favorites', u'alternative', u'indie rock', u'happy', u'rock', u'00s', u'epic', u'chill', u'amazing', u'little miss sunshine', u'Love', u'Sufjan', u'american', u'love at first listen', u'americana', u'Favorite', u'lovely', u'acoustic', u'chamber pop', u'upbeat', u'2005', u'geography', u'relaxing', u'Uplifting', u'male vocalists', u'Soundtrack', u'Favourites', u'driving music', u'folk rock', u'places', u'cities', u'makes me happy', u'lovedbygdchill', u'all things go', u'chillout', u'pop', u'favourite', u'gorgeous', u'Illinois', u'favorite songs', u'Dreamy']"
17,Russia,41895,287823,194000,"[u'baroque pop', u'beautiful', u'indie', u'disturbing', u'travel', u'Sometime Mood', u'epic', u'you need to hear this', u'o-oh', u'experimental', u'indie pop', u'favorites', u'piano', u'acoustic', u'Awesome', u'strings', u'american', u'Progressive', u'Mellow', u'glorious', u'loved', u'cool', u'best of 2009', u'alternative pop', u'places', u'Favorite', u'roadtrip', u'male vocals', u'siberia', u'Good Stuff', u'sad songs', u'Russia', u'countries', u'geotagged', u'geohash:y6fyh84g2fsr5', u'saddest', u'Supercool', u'geil', u'Hammer', u'fucking genius', u'superb', u'derbe', u'toll', u'must', u't', u'Music i love', u'saugeil', u'Soundtrack Of My Life', u'about me', u'one word title']"
18,The Snow Leopard,38779,197316,308000,"[u'piano', u'Awesome', u'2008', u'haunting', u'indie', u'rock', u'alternative', u'indie rock', u'loved', u'vocal', u'folk', u'USA', u'Alternative  Punk', u'me', u'american', u'melancholy', u'amazing', u'00s', u'austin', u'audioase', u'animals', u'Nature', u'male vocals', u'2000s', u'on re-re-repeat', u'cats', u'leopards', u'snow leopards', u'cathartic', u'Geniaal', u'sotd25', u'21st century', u'americain', u'andrzej', u'pearls in stereo', u'pitchfork top 100 tracks of 2008', u'critically acclaimed song', u'acclaimed music top 1100 of 2008', u'great song i found via recommendations', u'played on the bat and the bird', u'judenluemmel', u'a new year', u'powerful stuff', u'ik tegen de wereld']"
