,Songs,Listeners,Playcount,Duration,Tags
0,Somebody to Love,715524,4087959,174000,"[u'classic rock', u'60s', u'Psychedelic Rock', u'rock', u'psychedelic', u'jefferson airplane', u'oldies', u'female vocalists', u'hippie', u'woodstock', u'Acid Rock', u'70s', u'Somebody to Love', u'american', u'Flower Power', u'1967', u'Love', u'favorites', u'classic', u'san francisco', u'pop', u'sixties', u'Fear and Loathing in Las Vegas', u""60's"", u'hard rock', u'Progressive rock', u'female vocalist', u'1960s', u'san francisco sound', u'alternative', u'favorite songs', u'Psychedelia', u'folk rock', u'favourite', u'Awesome', u'party', u'trippy', u'classics', u'summer of love', u'grace slick', u'Vietnam Era', u'Soundtrack', u'live', u'rock n roll', u'Jefferson', u'USA', u'California', u'cool', u'Rolling Stones Top 500 Songs of All Time', u'Battlefield Vietnam']"
1,Eighties - 2007 Digital Remaster,5212,14397,239000,"[u'new wave', u'post-punk']"
2,I Looked at You,288121,1344425,138000,"[u'Psychedelic Rock', u'classic rock', u'rock', u'60s', u'psychedelic', u'The Doors', u'Acid Rock', u'guitar', u'american', u'blues rock', u'male vocalists', u'70s', u'Rock and Roll', u'1967', u'jim morrison', u'hard rock', u'oldies', u'blues', u'doors', u'MetroHadriani Loves this music', u'classic', u'romantic', u'organ', u'upbeat', u'rock n roll', u'8 of 10 stars', u'7 of 10 stars', u'psych rock', u'the best of classic rock', u'ray manzarek', u'Orgasmic Classic Rock', u'old pop rock', u'rockabilly soul', u'genre: hard rock', u'genre: psychedelic rock', u'genre: blues rock', u'I Looked at You', u'genre: proto-punk', u'type: hippie music', u'noise', u'indie', u'alternative', u'alternative rock', u'Progressive rock', u'USA', u'pop rock', u'favorites', u'Love', u'piano', u'catchy']"
3,Five to One,335902,1706755,262000,"[u'classic rock', u'Psychedelic Rock', u'rock', u'60s', u'The Doors', u'psychedelic', u'blues rock', u'blues', u'jim morrison', u'hard rock', u'favorites', u'male vocalists', u'american', u'Rock and Roll', u'doors', u'classic', u'California', u'rock n roll', u'Acid Rock', u'Progressive rock', u'guitar', u'All-Time Favorites', u'alternative', u'sexy', u'Stoner Rock', u'poetry', u'oldies', u'favourite', u'keyboard', u'live', u'proto-punk', u'music for a revolutionary', u'Consistent Dodo Radio - Flittering', u'70s', u'alternative rock', u'singer-songwriter', u'album rock', u'blues-rock', u'stoner', u'loved', u'male vocalist', u'Favourites', u'miami vice', u'1960s', u'1968', u'proto punk', u'liberty rock radio', u'Orgasmic Classic Rock', u'sampled by kanye west', u'718 Love']"
4,Bummer,41873,167230,455000,"[u'Stoner Rock', u'hard rock', u'stoner metal', u'rock', u'heavy metal', u'metal', u'Psychedelic Rock', u'stoner', u'alternative', u'alternative rock', u'favorites', u'groovy', u'favorite songs', u'albums I own', u'Awesome', u'psychedelic', u'90s', u'party', u'alternative metal', u'space rock', u'cool', u'interesting', u'Gothic Rock', u'psycho', u'9 of 10 stars', u'great songs', u'Faves', u'stonerrock', u'Kicks ass', u'2 stars', u'silent intensity', u'Rock on', u'BEREP Me', u'uli', u'leapsandbounds CDCollection', u'hurricane 2008', u'DAT RIFF', u'tuff', u'grimdorf', u'hurricane festival 2008', u'Rokkiva', u'songs I sing along to in the car when no ones around', u'grooverockin', u'valley of the sun', u'Radio KAKAdu']"
5,Sweet Soul Sister,42544,190031,211000,"[u'hard rock', u'rock', u'80s', u'the cult', u'classic rock', u'heavy metal', u'british', u'80s rock', u'Morose Deep dilate Crimson', u'alternative', u'alternative rock', u'Gothic', u'90s', u'glam rock', u'Rock and Roll', u'rock n roll', u'Gothic Rock', u'rockin', u'cult', u'80s hard rock', u'metal', u'vocal', u'pop', u'punk', u'goth', u'downtempo', u'catchy', u'arena rock', u'RockPop', u'Post punk', u'psychedelic', u'Garage Rock', u'dramatic', u'great song', u'heard on Pandora', u'powerpop', u'live', u'songs i love', u'sleazy', u'Cock rock', u'cheesy', u'3 stars', u'familiarity', u'wrif-fm', u'10 of 10 stars', u'sleaze', u'chameleon', u'proto punk', u'80s alternative', u'sound storm']"
6,Love Removal Machine,73199,309167,257000,"[u'hard rock', u'rock', u'80s', u'classic rock', u'the cult', u'alternative', u'british', u'Gothic Rock', u'Morose Deep dilate Crimson', u'arena rock', u'sleazy', u'Rock on', u'sleazy rock', u'rockitz', u'alternative rock', u'Love', u'sex', u'rock n roll', u'1987', u'sleaze rock', u'favorite rock', u'top rock songs', u'80s hard rock', u'music choice: retro rock', u'Love Removal Machine', u'pop', u'new wave', u'post-punk', u'Gothic', u'thrash metal', u'cool', u'songs i love', u'Guitar Hero', u'Favourites', u'Cock rock', u'great songs', u'eclectonia', u'wrif-fm', u'the word love', u'1980s', u'7 of 10 stars', u'10 of 10 stars', u'sleaze', u'goth rock', u'le dancefloor', u'kickass', u'80s alternative', u'Guitar Solo', u'psychobaby', u'80s rock']"
7,The Boys Are Back in Town,445849,1985158,267000,"[u'classic rock', u'rock', u'70s', u'hard rock', u'irish', u'thin lizzy', u'heavy metal', u'classic', u'metal', u'guitar', u'oldies', u'1976', u'blues rock', u'Progressive rock', u'pop', u'favorites', u'fun', u'ireland', u'70s rock', u'Energetic', u'irish rock', u'british', u'party', u'Soundtrack', u'Progressive', u'male vocalist', u'male vocalists', u'feelgood', u'Rolling Stone 500 Greatest Songs of All Time', u'the boys are back in town', u'80s', u'alternative', u'happy', u'Awesome', u'cool', u'guitar virtuoso', u'rock band', u'1970s', u'anthem', u""70's""]"
8,Low Down Dirty,9170,22530,194000,"[u'Southern Rock', u'bonus track', u'classic rock', u'rock', u'classic', u'hard rock', u'melodic', u'guitar', u'bass', u'drums', u'dirty', u'american', u'Down', u'2012', u'melodic rock', u'10s', u'Low', u'Bonus', u'lynyrd skynyrd', u'keyboards', u'southern', u'the word down', u'the word low', u'tasty guitar licks and riffs', u'melodic hard rock', u'closers', u'closing track', u'closer', u'track', u'John 5', u'gary rossington', u'michael cartellone', u'peter keys', u'rickey medlocke', u'low down dirty', u'Johnny Van Zant', u'Johnny Colt', u'word down', u'word low', u'Bob Marlette', u'Dan Serafini', u'Last of a Dyin Breed', u'Mark Matejka', u'the word dirty', u'word dirty']"
9,Free Country,20341,104007,282000,"[u'doom metal', u'heavy metal', u'metal', u'NWOBHM', u'New Wave of British Heavy Metal', u'hard rock', u'LSD', u'UK', u'Traditional Doom Metal', u'classic metal', u'british heavy metal', u'classic rock', u'favorite songs', u'Stoner Rock', u'Awesome', u'Doom', u'drugs', u'80s Heavy Metal', u'FUCKING AWESOME', u'Classic British Hard Rock', u'classic hard rock', u'death penalty', u'smoke', u'traditional doom', u'best tracks ever', u'cool shit', u'All time favourites', u'british rock', u'British Metal', u'drug', u'Greatest tracks ever', u'classic heavy metal', u'80s hard rock', u'british hard rock', u'classic british heavy metal', u'classic British rock', u'stoned and heavy as fuck', u'80s british rock', u'80s british hard rock', u'80s british heavy metal', u'Classic British Metal', u'songs about drinking sorrow death and murderin', u'Witchfinder General', u'old-school heavy metal', u'lemmy worship', u'Marvin John Heemeyer', u'Remember When I Set You On Fire', u'Dangist fool of Planet Jesus', u'i love retarded metal', u'skynetmetal']"
