,Songs,Listeners,Playcount,Duration,Tags
0,The Eternal Eclipse,4885,19106,346000,"[u'black metal', u'Norway', u'devastating stuff']"
1,Blood Hunt,3476,11698,226000,"[u'black metal', u'Norway', u'nice bass interlude']"
2,Hideously Disembodied,8423,45942,286000,"[u'Brutal Death Metal', u'Technical Death Metal', u'Technical Brutal Death Metal', u'fast', u'1', u'Brutal Technical Death Metal', u'fast death']"
3,Prelude to the Tragedy,9158,56577,122000,"[u'death metal', u'Brutal Technical Death Metal', u'Brutal Death Metal', u'greatness', u'Tentacles', u'Technical Brutal Death Metal', u'Fuck Off', u'brutal gravity blast']"
4,Prelude to the Tragedy,9158,56577,122000,"[u'death metal', u'Brutal Technical Death Metal', u'Brutal Death Metal', u'greatness', u'Tentacles', u'Technical Brutal Death Metal', u'Fuck Off', u'brutal gravity blast']"
5,Nucleon,5329,25408,191000,"[u'death metal', u'Technical Death Metal', u'Brutal Death Metal', u'heavy', u'space', u'sci-fi', u'5 Stars', u'Brutal Technical Death Metal', u'Slamming Brutal Death Metal', u'Guttural Deathcore']"
6,Dehydrating,5426,26649,189000,"[u'Brutal Death Metal', u'death metal', u'goregrind', u'Ultra Brutal Death Metal', u'Experimental Brutal Death Metal', u'Guttural Deathcore', u'spanish brutal death metal', u'Ultra Brutal Death metal from Madrid']"
7,Voxel Mitosis,6327,34334,236000,"[u'Brutal Death Metal', u'death metal', u'Experimental Brutal Death Metal', u'Technical Death Metal', u'Technical Brutal Death Metal', u'aaaaaaa', u'Spanish Metal', u'Ultra Brutal Death Metal', u'spanish brutal death metal', u'Ultra Brutal Death metal from Madrid', u'goes hard in the paint']"
8,Ylem,6740,31941,216000,"[u'Brutal Death Metal', u'death metal', u'Technical Death Metal', u'Spanish Metal', u'Ultra Brutal Death Metal', u'Experimental Brutal Death Metal', u'spanish brutal death metal', u'Ultra Brutal Death metal from Madrid']"
9,Tunnel of Ions,7547,41511,209000,"[u'Brutal Death Metal', u'death metal', u'grindcore', u'Technical Death Metal', u'metal', u'Spanish Metal', u'Ultra Brutal Death Metal', u'Experimental Brutal Death Metal', u'Guttural Deathcore', u'spanish brutal death metal', u'Ultra Brutal Death metal from Madrid', u'Beer city grindcore']"
10,Nucleon,5329,25408,191000,"[u'death metal', u'Technical Death Metal', u'Brutal Death Metal', u'heavy', u'space', u'sci-fi', u'5 Stars', u'Brutal Technical Death Metal', u'Slamming Brutal Death Metal', u'Guttural Deathcore']"
11,Metamorphignition,1844,7112,304000,"[u'Technical Death Metal', u'death metal']"
12,Tam Gdzie Gaśnie Dzień...,474,1837,648000,[]
13,The Call of the Mountains,38788,296601,254000,"[u'folk metal', u'pagan metal', u'melodic metal', u'celtic', u'metal', u'beautiful', u'Awesome', u'Melodic Death Metal', u'death metal', u'folk rock', u'funny', u'Pagan', u'8 of 10 stars', u'epic metal', u'children singing', u'celtic metal', u'Eluveitie', u'paz', u'voz femenina', u'emocionante', u'huhhuhuuuuuuuu', u'last ld']"
14,Havoc,34567,268639,247000,"[u'folk metal', u'death metal', u'pagan metal', u'Melodic Death Metal', u'melodic metal', u'metal', u'celtic metal', u'seen live', u'swedish', u'Pagan', u'celtic', u'7 of 10 stars', u'5 of 10 stars', u'na pohybel skurwysynom']"
15,Meet The Enemy,37371,243592,226000,"[u'folk metal', u'Melodic Death Metal', u'pagan metal', u'metal', u'celtic metal', u'celtic', u'swiss', u'folk', u'death metal', u'Folk Death Metal', u'seen live', u'rock', u'epic', u'Pagan', u'8 of 10 stars', u'title is a full sentence', u'Celtic Folk Metal', u'nordic metal', u'Neo-Pagan', u'rex ferric faves', u'pagan folk metal', u'skynetmetal']"
16,Santonian Shores,33017,228046,238000,"[u'folk metal', u'death metal', u'celtic metal', u'metal', u'Melodic Death Metal', u'pagan metal', u'epic', u'celtic', u'metalcore', u'seen live', u'Fusion', u'male vocalists', u'Pagan', u'8 of 10 stars', u'2012', u'celtic rock', u'10s', u'humppa', u'celtic fusion', u'Celtic Folk Metal', u'Akiko Shikata']"
17,Home,33013,222871,316000,"[u'folk metal', u'death metal', u'Melodic Death Metal', u'metal', u'seen live', u'Pagan', u'celtic', u'english', u'8 of 10 stars', u'pagan metal', u'celtic metal']"
18,Luxtos,49762,440878,235000,"[u'folk metal', u'death metal', u'Melodic Death Metal', u'pagan metal', u'celtic metal', u'metal', u'celtic', u'heavy metal', u'seen live', u'swedish', u'folk', u'Pagan', u'10 of 10 stars', u'6 of 10 stars', u'live performance', u'rock with strings', u'symphonic black', u'hardzone', u'i know you have a little life in you yet', u'my head bangs itself', u'rock with winds', u'setlist 2013']"
19,Helvetios,44597,364567,240000,"[u'folk metal', u'death metal', u'celtic metal', u'Melodic Death Metal', u'metal', u'celtic', u'pagan metal', u'seen live', u'Pagan', u'love at first listen', u'8 of 10 stars', u'Celtic Folk Metal', u'5 of 10 stars', u'helvetic metal', u'celtic metal']"
20,Prehistoric Dog,72462,449681,268000,"[u'Stoner Rock', u'stoner', u'rock', u'beardcore', u'stoner metal', u'00s', u'heavy metal', u'seen live', u'hard rock', u'Awesome', u'loved', u'critically acclaimed song', u'acclaimed music top 200 of 2000s', u'metal', u'post rock', u'sick', u'animals', u'friendsofthekingofrummelpop', u'sxsw 2009', u'riff', u'beard rock', u'Play this loud enough to raise the dead', u'Killing Riff', u'beard metal', u'OpelMelange', u'thc rock', u'unstopable', u'beerinspired', u'Fetzer and the Turbochargers', u'Pretty much my favourite ever', u'slam dancehall', u'alcoholic deathride', u'klassischer Schrammel', u'pbr metal', u'revialist']"
21,Akróasis,7175,27076,263000,"[u'death metal', u'Technical Death Metal', u'Progressive metal', u'progressive death metal', u'metal', u'chill', u'9 of 10 stars', u'boogie on down']"
22,The Monist,7016,28173,296000,"[u'6 of 10 stars', u'death metal', u'Technical Death Metal', u'progressive death metal']"
23,Diminished To B,30123,166247,299000,"[u'Technical Death Metal', u'death metal', u'Progressive', u'german', u'Brutal Death Metal', u'metal', u'heard on Pandora', u'progressive death metal', u'Progressive metal', u'beautiful', u'death', u'8 of 10 stars', u'wonderful', u'technical', u'genious', u'Awesome solo', u'718 Metal', u'beautiful solo', u'awesome riffs', u'death thrash metal', u'tech death', u'Necrophagist', u'genious riffs', u'complex death metal', u'genious guitar themes', u'genious solo', u'fantastic feeling', u'genious atmosphere', u'genious bizarre feeling', u'genious feeling', u'progressive technical death', u'Diminished To Be', u'awesome guitar themes', u'bizarre fantastic feeling', u'infectious death', u'gtmusik', u'ash the sky']"
