,Songs,Listeners,Playcount,Duration,Tags
0,True Mathematics,96066,393908,143000,"[u'electronic', u'Electroclash', u'electronica', u'synthpop', u'electro', u'electropop', u'ladytron', u'dance', u'synth pop', u'female vocalists', u'pop', u'british', u'alternative', u'indie electronic', u'british i like', u'seen live', u'indie', u'synth', u'00s', u'femalevocalistsgdchill', u'Disco', u'new wave', u'techno', u'favorites', u'cool', u'i am a party girl here is my soundtrack', u'synth-pop', u'bulgarian', u'tripping', u'synthrock', u'no radiohead radio', u'i am machine', u'dancing shoes', u'crazy dance', u'BATTERY POWeR', u'missney', u'bulgarian vocal', u'trance', u'female', u'rock', u'alternative rock', u'sexy', u'indie pop', u'indie rock', u'UK', u'dark', u'industrial', u'Fusion', u'britpop', u'electro house']"
1,Destroy Everything You Touch,319179,2532830,276000,"[u'electronic', u'Electroclash', u'electropop', u'electronica', u'synthpop', u'female vocalists', u'electro', u'dance', u'indie', u'british', u'ladytron', u'synth pop', u'favorites', u'00s', u'colobocuro', u'alternative', u'sexy', u'party', u'pop', u'UK', u'Favourites', u'female vocalist', u'Awesome', u'Electro Pop', u'indie rock', u'female vocals', u'dark', u'Energetic', u'2005', u'fav888', u'rock', u'cool', u'addicting', u'seen live', u'indie pop', u'Love', u'catchy', u'new wave', u'Favourite Songs', u'indietronica', u'Driving', u'amazing', u'lovely', u'love at first listen', u'synth-pop', u'Disco', u'night', u'Dreamy', u'ethereal', u'favourite']"
2,International Dateline,179196,1019550,257000,"[u'electronic', u'Electroclash', u'electropop', u'synthpop', u'electronica', u'female vocalists', u'electro', u'british', u'indie', u'ladytron', u'00s', u'pop', u'synth pop', u'alternative', u'dance', u'indie pop', u'indie rock', u'Dreamy', u'Favourites', u'electric barbarella', u'favorites', u'Electro Pop', u'british i like', u'strings organs rubber wind', u'dream pop', u'heard on Pandora', u'femalevocalistsgdchill', u'polyaztone', u'chillout', u'ambient', u'post-punk', u'indietronica', u'beautiful', u'synth', u'hypnotic', u'nice', u'beat', u'lovely', u'2005', u'indie-electronics', u'indie indietronica electrodeath autopsy', u'vugube62', u'female', u'sad', u'UK', u'Love', u'dark', u'Driving', u'atmospheric', u'melancholy']"
3,Mindkilla,63263,292864,316000,"[u'indie', u'experimental', u'dance', u'electronic', u'indie rock', u'electronica', u'rock', u'female vocalists', u'Experimental pop', u'Avant-Garde', u'fun', u'trippy', u'2011', u'10s', u'best of 2011', u'neotribal', u'welove2011', u'alternative', u'fast', u'post-rock', u'indietronica', u'dream pop', u'party', u'tribal', u'favourite', u'female vocals', u'4ad', u'alternative pop', u'alternative dance', u'work', u'New York City', u'personal favourites', u'Neo-Psychedelia', u'dancing', u'put on your red shoes and dance the blues', u'banger', u'uk funky', u'worldbeat', u'ambitious', u'experimental dance', u'happy dance', u'austin radar', u'great rhythm', u'musicas que mexem com meu coracao', u'Channel X', u'tormentone al primo ascolto', u'io ballo da sola', u'inqualificabile', u'su le maniiiiii', u'temazo del 2011']"
4,Almost a Kiss,10378,46667,403000,"[u'industrial', u'experimental', u'Avant-Garde', u'avantgarde', u'old school industrial', u'noise', u'dark', u'haunting', u'electronic', u'jazz', u'ambient', u'sad', u'UK', u'easy listening', u'psychedelic', u'avant garde', u'england', u'ethereal', u'favourite', u'emd', u'loved', u'00s', u'moon music', u'tender', u'loved radio', u'Anguish', u'masterclass', u'sad bastard music', u'Hafen1', u'god-tier', u'Dark or Light', u'great cover graphics', u'rainy dayz', u'half way between heroin and lsd', u'houston we have lift off', u'rzycie']"
5,This War,764,2855,0,[]
6,Out Of Control,3263,14934,234000,[]
7,I Can Water My Plants,1304,4802,332000,"[u'bristol', u'Bristol Sound']"
8,This Time It's Different,875,3400,236000,[u'trip-hop']
9,Tootled,25958,70415,291000,"[u'electronic', u'electronica', u'alternative', u'techno', u'idm', u'strangely similar to another song', u'ambient', u'experimental', u'electro', u'dance', u'industrial', u'trip hop', u'breakbeat', u'good shit', u'wish list', u'big beat', u'electric', u'break tracks', u'exp tracks', u'stud', u'oooooh', u'dance groove', u'OrbitalChillTrip-Hop90SDanceTranceRockBritishHouseIndieTechnoExperimentalUkAmbientIdmAlternativeElectroElectronicChilloutBreakbeat', u'minimal 4 me', u'Drive-Out', u'wicked beats', u'Orbital - Tootled', u'Weird Techy', u'Gaim cv', u'Gaim medium']"
