,Songs,Listeners,Playcount,Duration,Tags
0,Who's Sorry Now,6323,11224,139000,[u'covers']
1,A Taste of Honey,4348,6580,199000,[u'covers']
2,The House of the Rising Sun,1913,3511,147000,[u'covers']
3,Spoonful,1539,2631,168000,[u'covers']
4,Can't Help Falling in Love,3479,5295,195000,[u'covers']
5,Nature Boy,981,1706,162000,[]
6,The End of the World,8170,18355,180000,"[u'cover', u'covers', u'2017 single']"
7,A Taste of Honey,4348,6580,199000,[u'covers']
8,The End of the World,8170,18355,180000,"[u'cover', u'covers', u'2017 single']"
9,I Came So Far For Beauty,9246,31147,241000,"[u'alternative', u'Leonard Cohen cover', u'pop', u'swedish', u'female vocalists', u'singer-songwriter', u'cover', u'Favorite', u'Stina Nordenstam', u'electronic', u'indie', u'female', u'chill', u'rock', u'Love', u'Lo-Fi', u'scandinavian', u'late night', u'melancholy', u'folk rock', u'slowcore', u'clinically romantic', u'cover versions', u'all-time favorite', u'spiked-candy radio', u'Q4', u'Best cover ever', u'H2', u'nakedness unmanned', u'old casino', u'GIRLS with friends', u'sharp woman', u'trew swes', u'JDBROCK', u'hoermuschelmassagenmedium', u'root2', u'iced ink palace']"
10,Reason to Believe,8301,24189,250000,"[u'singer-songwriter', u'cover', u'vugube62', u'pop', u'alternative', u'indie', u'rock', u'female vocalists', u'world', u'chill out', u'clinically romantic', u'tim hardin cover', u'confritura', u'bunty', u'bunty-chill', u'H2', u'track to check again', u'The Covers Record', u'Mmh', u'finaste', u'Torriniesque', u'hoermuschelmassagenmedium', u'root2']"
11,Purple Rain,14002,47385,231000,"[u'cover', u'alternative', u'indie', u'female vocalists', u'singer-songwriter', u'The Covers Record', u'vugube62', u'sebolo90', u'female', u'swedish', u'songwriter', u'melancholic', u'chill out', u'clinically romantic', u'prince cover', u'chillout', u'pop', u'rock', u'favorite songs', u'indie pop', u'indie rock', u'electro', u'psychedelic', u'singer', u'prince', u'covers', u'female vocalist', u'gorgeous', u'rain', u'women', u'FM4', u'out of genre covers', u'post-revolutionary pop song', u'music to fall asleep to', u'dreamlike', u'LOVE LOVE LOVE', u'nice elevator music', u'achingly intelligent', u'PURPLE', u'gotanygoodmusic', u'halftoned singles club', u'run for cover', u'mach mit machs nach machs besser', u'best mouth in rock', u'hi fidelity', u'confritura', u'gotanygoodmusic female vocalists', u'Stina Nordenstam', u'testa', u'Best cover ever']"
12,Shatter,38,83,0,[]
13,Shatter,38,83,0,[]
14,Cai Yuanpei Hall 27,33,73,414000,[]
15,Skin Tone,3164,6127,191000,[u'fip']
16,Place To Call My Own - AK Version,909,1340,0,[]
17,Battle Cry,7929,12396,151000,[]
18,GET it TOgeTHEr,36347,130374,250000,"[u'rap', u'Love', u'House', u'r and b', u'Afro House']"
19,Aladdin,14805,36341,253000,[u'new wave']
20,The Garden Is Overgrown,339,705,0,[]
21,Priestess - Mr Dan Edit,251,363,0,[]
22,Magpie Eyes,627,1041,214000,[]
23,Bleeding Blue,2005,3260,313000,[]
24,Welcome To An Altered Universe,641,937,0,[]
25,Kathy’s Song - Recorded at Spotify Studios NYC,1463,2084,0,[]
26,The Fire,2463,4789,182000,[]
27,See It So Clear - Acoustic,132,215,0,[]
28,The Warm Shoulder,212,351,295000,[]
29,Waiting (10 Years),1385,3450,244000,[]
30,Before We’re Strangers - Demo Version,55,72,0,[]
31,Questions,4112,14515,262000,[]
32,Pink Marker,1305,3105,97000,[]
33,Retour au Champs de Mars,2288,5238,224000,[]
34,Tunnel Vision On Your Part,1757,3985,396000,[]
35,超人大会,611,1039,0,[]
36,Aggrophobe,2163,3789,204000,[]
37,Anarchy and Alchemy,718,1436,248000,[]
38,St. Sebastian,4950,8686,306000,[]
39,Llamame,1085,2628,207000,[]
