,Songs,Listeners,Playcount,Duration,Tags
0,A Lonely Night,58563,285883,220000,"[u'dance', u'rnb', u'pop', u'funk', u'80s', u'urban', u'Canadian', u'synth', u'Retro', u'r&b', u'party', u'fresh', u'nocna energia', u'michael jackson feelings']"
1,Love To Lay,54537,264807,223000,"[u'pop', u'rnb', u'Canadian', u'r&b', u'party', u'love at first listen']"
2,Six Feet Under,66975,342479,0,"[u'hip hop', u'rnb', u'Canadian', u'r&b', u'anthem']"
3,Sidewalks,62274,524807,231000,"[u'Hip-Hop', u'rap', u'hiphop', u'kendrick lamar', u'sam smith', u'say say say']"
4,Stargirl Interlude,52405,258759,111000,"[u'Lana Del Rey', u'trip-hop', u'pop', u'alternative', u'epic', u'trip hop', u'interlude', u'lana del queen']"
5,True Colors,63430,296585,206000,"[u'rnb', u'songs to have sex to', u'sex scene songs']"
6,Secrets,69577,416251,265000,"[u'amazing', u'rnb', u'pop', u'dance', u'party', u'Tears for Fears', u'hino', u'best of 2016', u'nocna energia', u'damn starboy']"
7,Rockin’,78075,371668,0,"[u'pop', u'dance', u'tempo', u'House', u'party', u'rnb', u'love at first listen', u'UK Garage', u'techo', u""WE CAN JUST BE ROCKIN'"", u'disclosure vibe', u'Love at first listen 2016 the weeknd']"
8,Reminder,75576,755400,0,"[u'rnb', u'rap', u'Canadian', u'shade', u'reminder', u'teen choice awards', u'2017 single']"
9,False Alarm,93404,560413,220000,"[u'dance', u'rnb', u'pop', u'urban', u'Canadian', u'beat', u'hot', u'love at first listen', u'2016', u'snl', u'hino', u'charli xcx', u'hey hey hey hey', u'techno brega', u'vacilou', u'2016 single', u'The Weeknd is the best', u'FALSE ALAAAAAARM', u'VACILAWWWWWW', u'vacil\xe3o', u'best video of 2016']"
10,Party Monster,105010,671779,249000,"[u'Lana Del Rey', u'rnb', u'love at first listen', u'Canadian', u'male vocalists', u'trap', u'best of 2017', u'pbrnb', u'MEU DEUS', u'2016 single']"
11,Sarajevo,185,674,0,[]
12,Sarajevo,185,674,0,[]
13,Zoulou Bang,57,227,250000,[]
14,LE MONDE OU RIEN,4874,40801,256000,[]
15,Pas joli,516,3195,0,[]
16,Comme tu veux,579,4269,181000,[]
17,Comme dab,112,511,0,[]
18,J'fais mes affaires,988,4282,214000,[]
19,Dans mon délire,20,104,223000,[]
20,Outro,12,62,181000,[]
21,Compet,10,22,0,[]
22,Très haut,12,47,168000,[]
23,Dernière paires,12,53,184000,[]
24,C'est comment,14,65,174000,[]
25,C'est elle,35,218,0,[]
26,En bas d'la tour,18,68,190000,[]
27,Dans mon délire,20,104,223000,[]
28,Grosse folle,57,158,0,[]
29,Pourquoi moi,14,49,202000,[]
30,Barillet,15,89,213000,[]
31,Trou noir,22,140,214000,[]
32,Compton,94,387,0,[]
33,Faudra assumer,27,175,192000,[]
34,C'est elle,35,218,0,[]
35,En bas d'la tour,18,68,190000,[]
