,Songs,Listeners,Playcount,Duration,Tags
0,Chera Badi? (feat. Hichkas),631,3156,245000,[]
1,2100 (feat. BOOTS),37231,155650,241000,"[u'Hip-Hop', u'Boots', u'rap-sung']"
2,Anywhere But Here (feat. Emily Panic),20583,96457,211000,"[u'underground hip hop', u'southern rap', u'gangster', u'smooth hip-hop']"
3,Deja Vu,44581,183107,265000,[u'2016 single']
4,No Role Modelz,113218,733418,292000,"[u'Hip-Hop', u'hip hop', u'rap', u'american', u'winter', u'2014', u'2015 single', u'j cole']"
5,Butterfly Prowler,4527,9686,267000,[]
6,Spring But Dark,4811,9652,78000,[]
7,Only In The Dark,12072,42983,210000,[u'top ambient songs']
8,Double Drop,49,74,481000,[]
9,Fire Eyes,66,124,418000,[]
10,Dutch Kiss - Straight Mix,291,732,0,[]
11,Going Down,712,1234,0,[]
12,Another Chance,1766,4621,420000,[]
13,Miami 7102,461,654,410000,[]
14,8000,20642,94377,275000,"[u'minimal', u'minimal techno', u'techno', u'electronic', u'extrawelt', u'Love', u'tech house', u'deep house', u'fav', u'FM4', u'neotrance', u'kat fm', u'10 of 10 stars', u'worktronica', u'sarah', u'my electronic dance party', u'helden', u'great beat', u'kl4bb1n d0wn']"
15,Rave,4390,17850,405000,"[u'techno', u'2015']"
16,Ride - Solomun Remix,123,186,0,[]
17,She Knows,2233,7893,261000,[]
18,Azzurra,26993,128212,299000,"[u'minimal', u'electronic', u'techno', u'electro-minimal', u'chillout', u'instrumental', u'Dreamy', u'Kompakt', u'brazilian', u'best of 2009', u'lovely', u'mine', u'Ion B radio', u'life is easy', u'top quality', u'Eletro', u's0n4r sp', u'mypaule', u'feine Perlen']"
19,Tainted,1259,2415,0,[]
20,Nices Wölkchen (feat. Apparat),32810,117948,331000,"[u'House', u'electronic', u'electronica', u'sexy', u'electro', u'dance', u'techno', u'minimal', u'idm', u'club', u'deep', u'Progressive House', u'deep house', u'tech-house', u'Soulful house', u'funky house', u'EDM', u'deep disco']"
21,Volkwein,17479,39318,519000,"[u'elektronic beats', u'Ahas']"
22,Notations - Original Mix,10005,26990,0,[u'tech house']
23,Cloud Rider,30271,131967,391000,"[u'techno', u'electronic', u'electro', u'dance', u'german', u'dj', u'2015 single']"
24,Last Day - David August Revision,15777,48753,404000,"[u'electronic', u'idm', u'2012', u'2010s', u'4 Stars', u'best of 2012']"
25,The Rivington,16108,44835,469000,"[u'electro', u'minimal', u'minimal techno', u'techno', u'mix', u'minimal trance', u'metro minimal', u'electrease', u'radio likes', u'9207']"
26,You Got to Love Me,27505,87340,359000,"[u'electronica', u'sexy', u'dance', u'techno', u'House', u'minimal', u'deep house', u'tech-house', u'funky house', u'EDM']"
27,Body Language - Interpretation,55702,171754,0,"[u'i am a party girl here is my soundtrack', u'elektronic beats', u'lap dance', u'electronic', u'minimal house', u'recos', u'country:germany']"
28,Allowance,29307,82044,408000,"[u'electronic', u'indie', u'chillout', u'female vocalists', u'House', u'german', u'2013', u'Best of', u'10s', u'pampa']"
