,Songs,Listeners,Playcount,Duration,Tags
0,暗湧,2345,20530,258000,"[u'favorites', u'C-pop', u'temp', u'piano prelude']"
1,曖昧,2887,20170,379000,"[u'C-pop', u'pop', u'90s', u'female vocals', u'Ballad', u'chinese', u'1995', u'linxi']"
2,容易受傷的女人,2814,17280,155000,"[u'cantonese', u'Faye Wong', u'interessant', u'C-pop', u'2015', u'heart and soul', u'flittchen', u'klasse', u'nktslst']"
3,愛與痛的邊緣,1906,12743,274000,[]
4,夢遊,1648,9153,280000,"[u'C-pop', u'pop', u'pop rock', u'90s', u'female vocals', u'chinese', u'1994']"
5,CRAZY感情STYLE,6775,63479,300000,"[u'indie', u'alternative']"
6,nakano kill you,10423,134512,190000,"[u'rock', u'alternative rock', u'J-rock', u'indie', u'japanese', u'math rock', u'Progressive rock', u'shoegaze', u'Japanese Indie', u'mathcore', u'j-indies', u'noisy and beautiful', u'riotous alt rock']"
7,DISCO FLIGHT,11358,148943,270000,"[u'J-rock', u'rock', u'indie', u'japanese', u'2007', u'love at first listen', u'j-indies', u'screaming', u'J-Indie', u'noisy and beautiful', u'riotous alt rock', u'so badass you wouldnt believe']"
8,O.F.T,7377,68401,291000,"[u'favorite songs', u'japanese rock', u'alternative rock', u'My Favorites', u'najlepsze piosenki']"
9,想像のSecurity,7069,92604,211000,"[u'japanese rock', u'rock', u'beautiful', u'Rocking', u'J-rock', u'J-Indie', u'favorite guitar riffs', u'Indies J-Rock']"
10,秘密,931,5359,295000,[]
11,見つめてごらん,972,6403,215000,"[u'japanese', u'Shione Yukawa']"
12,Gloria's Step [take 3],1437,3911,0,[]
13,Detour Ahead [Take 2],1594,6663,0,"[u'jazz piano', u'jazz', u'Bill Evans', u'paul motian', u'scott lafaro']"
14,Milestones,12576,56314,395000,"[u'jazz', u'Bill Evans', u'bass', u'bebop', u'jazz piano', u'Air', u'shiny', u'recos', u'Jazzdeluxe', u'jazzpiano', u'surrealistic', u'pre-party', u'lyons- top 101 jazz albums', u'Jazz-KH']"
15,My Romance [Take 2],1139,3796,0,[u'jazz']
16,"Porgy (I Loves You, Porgy)",7625,35125,370000,"[u'jazz', u'piano', u'introspective', u'jazz piano', u'Bill Evans', u'short story inspiration']"
17,Alice in Wonderland [Take 2],1580,5013,0,[]
18,Waltz For Debby [Take 1],1261,4677,0,[]
19,Detour Ahead [Take 1],1252,4172,0,[]
20,All Of You [take 2],1811,5289,0,[u'jazz']
21,We're No Here,169514,840805,337000,"[u'post-rock', u'instrumental', u'indie', u'post rock', u'alternative', u'indie rock', u'rock', u'Mogwai', u'experimental', u'Scottish', u'Soundtrack', u'ambient', u'noise', u'Experimental Rock', u'intense', u'electronic', u'doom metal', u'instrumental rock', u'powerful', u'torchwood', u'Awesome', u'guitar', u'vugube62', u'heavy', u'epic', u'shoegaze', u'slowcore', u'heard on Pandora', u'00s', u'alt rock', u'angst', u'Mind blowing', u'Top Gear', u'euphoric misery', u'black metal', u'metal', u'pop', u'british', u'alternative rock', u'Hard', u'emo', u'noise rock', u'best of 2006', u'hard rock', u'Progressive rock', u'memories', u'energy', u'new wave', u'britpop', u'Soundtracks']"
22,I Chose Horses,148528,676554,313000,"[u'post-rock', u'ambient', u'instrumental', u'post rock', u'Scottish', u'Sleep', u'beautiful', u'Mogwai', u'indie', u'alternative', u'chillout', u'indie rock', u'piano', u'Experimental Rock', u'slowcore', u'rock', u'japanese', u'experimental', u'downtempo', u'Awesome', u'glasgow', u'Mellow', u'space rock', u'cool', u'alt rock', u'animals', u'horses', u'Slow Rock', u'Calme', u'i chose horses', u'japanese vocal', u'Soundtrack', u'french', u'seen live', u'chill', u'british', u'favorites', u'epic', u'spoken', u'britpop', u'night', u'atmospheric', u'floating', u'trip hop', u'scotland', u'Progressive', u'melancholy', u'soft', u'ethereal', u'melancholic']"
23,Folk Death 95,158433,794361,214000,"[u'post-rock', u'instrumental', u'post rock', u'rock', u'Mogwai', u'indie', u'indie rock', u'Scottish', u'instrumental rock', u'alternative', u'Experimental Rock', u'british', u'ambient', u'shoegaze', u'beautiful', u'space rock', u'00s', u'Perfection', u'powerful', u'songs I wish were longer', u'seen live', u'favorite songs', u'england', u'scotland', u'intense', u'alt rock', u'shoegazing', u'repeatrepeatrepeat', u'absolutely beautiful', u'beloved', u'play this music loud', u'i detect massive win in this song', u'--loved tracks--', u'headphoneorgy', u'chillout', u'noise rock', u'prog', u'catchy', u'britpop', u'Awesome', u'post', u'Mellow', u'melancholic', u'loved', u'cool', u'good', u'buy', u'shoegazer', u'accoustic', u'Favourites']"
24,Emergency Trap,162561,811396,211000,"[u'post-rock', u'instrumental', u'Mogwai', u'Scottish', u'post rock', u'indie', u'ambient', u'rock', u'alternative', u'chill', u'experimental', u'indie rock', u'Experimental Rock', u'beautiful', u'Mellow', u'space rock', u'alt rock', u'chillout', u'shoegaze', u'melancholic', u'beautiful post-rock', u'seen live', u'favorite songs', u'noise rock', u'calm', u'Love', u'piano', u'epic', u'britpop', u'Dreamy', u'trip hop', u'glasgow', u'scotland', u'postrock', u'soft', u'relaxing', u'nice', u'00s', u'gorgeous', u'depression', u'melancholie', u'2006', u'matador', u'temazo', u'sleepy', u'floaty', u'easy', u'sara', u'Manu Chao', u'soothing']"
25,Friend of the Night,221478,1374089,330000,"[u'post-rock', u'instrumental', u'Mogwai', u'beautiful', u'post rock', u'indie', u'alternative', u'piano', u'chillout', u'ambient', u'Scottish', u'instrumental rock', u'rock', u'alternative rock', u'epic', u'Experimental Rock', u'atmospheric', u'indie rock', u'Mellow', u'Progressive rock', u'experimental', u'chill', u'shoegaze', u'Progressive', u'slowcore', u'relax', u'seen live', u'sleepytime', u'scotland', u'nice', u'favorites', u'melodic', u'melancholy', u'shoegazing', u'grandiose', u'blue room', u'sonic rock', u'what a fucking great day', u'Absolutely Magic', u'songs that have the capacity to change your life', u'Eremuse-42-0o0o0o0o', u'electronic', u'best of 2006', u'Love', u'Awesome', u'psychedelic', u'night', u'guitar', u'contemplative', u'late night']"
26,Team Handed,164385,807323,238000,"[u'post-rock', u'instrumental', u'post rock', u'ambient', u'Mogwai', u'indie', u'alternative rock', u'chillout', u'rock', u'indie rock', u'alternative', u'downtempo', u'instrumental rock', u'jazz', u'chill', u'Experimental Rock', u'Mellow', u'space rock', u'till human voices wake us', u'piano', u'easy listening', u'beautiful', u'atmospheric', u'postrock', u'slowcore', u'alt rock', u'instrumental post-rock', u'trip-hop', u'british', u'folk', u'experimental', u'Progressive rock', u'Scottish', u'guitar', u'thoughtful', u'car', u'scotland', u'chilled', u'favourite', u'shoegazer', u'chill out', u'Beautiful Songs', u'immersive', u'funeral music', u'inspiring', u'classics', u'2000s', u'mine', u'sleepy', u'silent']"
27,Travel Is Dangerous,183238,1109247,238000,"[u'post-rock', u'instrumental', u'post rock', u'Mogwai', u'experimental', u'Scottish', u'epic', u'alternative', u'shoegaze', u'indie', u'indie rock', u'Experimental Rock', u'ambient', u'postrock', u'melancholy', u'space rock', u'alt rock', u'rock', u'noise rock', u'Progressive rock', u'favorites', u'Progressive', u'Mellow', u'chillout', u'seen live', u'british', u'beautiful', u'Awesome', u'scotland', u'emotional', u'chill', u'alternative rock', u'math rock', u'sad', u'best of 2006', u'downtempo', u'dub', u'happy', u'Love', u'post-punk', u'instrumental rock', u'idm', u'Driving', u'haunting', u'post', u'genius', u'excellent', u'A Perfect Circle', u'melancholic', u'slowcore']"
28,Acid Food,186401,1019313,220000,"[u'post-rock', u'instrumental', u'indie', u'post rock', u'Mellow', u'indie rock', u'alternative', u'Scottish', u'ambient', u'Mogwai', u'electronic', u'Experimental Rock', u'atmospheric', u'relax', u'seen live', u'rock', u'british', u'alternative rock', u'experimental', u'shoegaze', u'slide guitar', u'melancholic', u'slowcore', u'chillout', u'chill', u'sexy', u'sad', u'Progressive rock', u'calm', u'beautiful', u'psychedelic', u'postrock', u'space rock', u'soft', u'relaxing', u'vocoder', u'twang', u'alt rock', u'everything is dead and what is not i will kill', u'food', u'post-rock/experimental', u'to listen at night', u'trip out', u'extreme loud noise jazz punk sheer paranoid terror', u'songs in love with', u'to jest to', u'country', u'favorite songs', u'emo', u'noise rock']"
29,Glasgow Mega-Snake,206279,1211453,231000,"[u'post-rock', u'instrumental', u'rock', u'alternative', u'post rock', u'Mogwai', u'indie', u'Scottish', u'alternative rock', u'Experimental Rock', u'seen live', u'epic', u'shoegaze', u'Awesome', u'indie rock', u'Progressive rock', u'scotland', u'favorites', u'loud', u'noise', u'favorite songs', u'experimental', u'hard rock', u'glasgow', u'Progressive', u'space rock', u'00s', u'Post-Metal', u'Instrumental music that makes you feel-group tag radio', u'electronic', u'british', u'instrumental rock', u'atmospheric', u'post', u'postrock', u'alt rock', u'MM', u'dense', u'mnogo dobro', u'Game Boss Music and stuff that would work well as it', u'powerful song', u'massive riffs', u'metal', u'chillout', u'heavy', u'hardcore', u'folk', u'ambient', u'noise rock', u'best of 2006']"
30,Auto Rock,284260,1691708,258000,"[u'post-rock', u'instrumental', u'indie', u'post rock', u'Mogwai', u'piano', u'ambient', u'alternative', u'rock', u'indie rock', u'Soundtrack', u'beautiful', u'experimental', u'electronic', u'shoegaze', u'Scottish', u'Progressive rock', u'instrumental rock', u'Mellow', u'miami vice', u'Auto Rock', u'chillout', u'Experimental Rock', u'melancholy', u'grey storia', u'favorites', u'epic', u'intense', u'relaxing', u'2006', u'amayzes loved', u'seen live', u'atmospheric', u'Progressive', u'space rock', u'cool', u'alt rock', u'alternative rock', u'calm', u'Awesome', u'amazing', u'Top Gear', u'davaho53', u'chill', u'british', u'sad', u'Love', u'Dreamy', u'lounge', u'Driving']"
31,Il bidone,1735,4598,194000,"[u'soundtrackgdchill', u'Nino Rota', u'fellini']"
32,La Dolce Vita - Finale,2013,5495,0,[]
33,Blues (La Dolce Vita dei Nobili),491,1804,345000,[u'soundtracks- karavaki']
34,Valzer (parlami di me),379,1491,158000,"[u'claseco', u'vils']"
35,La dolce vita,14907,44192,213000,"[u'Soundtrack', u'lovedbyale', u'italianigdchill', u'soundtrackgdchill', u'cinema', u'Soft jazz', u'Nino Rota', u'Classical', u'easy listening', u'theme', u'fellini', u'instrumental', u'cinematic', u'summer', u'fip', u'italian', u'2010', u'score', u'film noir', u'Awesomest', u'earthbound', u'The Sopranos', u'jaz', u'retroschool', u'jacques tati', u'Cinematique', u'doSluchania', u'kolekcja', u'La Dolce Vita', u'orquestrada', u'Filmes', u'movies-soundtrack', u'urbanitas', u'nye favoritter', u'soundtrack pn', u'Special-Classica-ed-Operetta', u'temas de peliculas', u'claseco', u'nightstuff', u'eveningair', u'perficta', u'maypi italia', u'filmesetrilhas', u'whiffer top-notch', u'eclectisizer']"
36,青ミント,5,14,0,[]
37,ライトの裏側,4,15,0,[]
38,Mardy Bum,1025057,8650857,175000,"[u'indie rock', u'indie', u'british', u'rock', u'alternative', u'arctic monkeys', u'alternative rock', u'britpop', u'00s', u'brit rock', u'seen live', u'UK', u'Love', u'favorites', u'happy', u'Awesome', u'mardy bum', u'Favourites', u'Britrock', u'Garage Rock', u'artic monkeys', u'indie pop', u'catchy', u'favourite', u'Sheffield', u'2006', u'pop', u'love at first listen', u'english', u'Brit', u'punk', u'post-punk', u'cool', u'pop rock', u'cute', u'punk rock', u'lovely', u'Love it', u'british indie', u'romantic', u'fun', u'brit pop', u'british rock', u'Post-punk revival', u'beautiful', u'Favorite', u'want to see live', u'alternative-rock', u'memories', u'guitar']"
39,Selfish Jean,157861,807081,240000,"[u'indie', u'britpop', u'rock', u'indie rock', u'Scottish', u'alternative rock', u'alternative', u'british', u'travis', u'makes me happy', u'favorites', u'seen live', u'indie pop', u'happy', u'00s', u'UK', u'2007', u'male vocalists', u'british i like', u'Brit', u'Love', u'soft rock', u'chillout', u'pop', u'scotland', u'male vocalist', u'Lust for life', u'unbelievably cheerful sound', u'songs meant for the sunroof open and windows down', u'Selfish Jean', u'whole lotta smile', u'easy listening', u'feel good', u'summer', u'Mellow', u'party', u'favourite', u'fun', u'relax', u'fav', u'love at first listen', u'scotpop', u'perfect', u'wonderful', u'2000s', u'names', u't-shirts', u'positive', u'feeling good', u'mychart-toppers']"
40,After Hours (Closet Mix),12650,50967,129000,"[u'rock', u'teh luv', u'girl singer', u'alternative', u'acoustic', u'genius', u'nostalgic', u'velvets', u'beautiful sad', u'songs I absolutely love', u'superguay', u'new beginnings and light in my face', u'homesick alien']"
41,Rock And Roll,115396,424956,0,"[u'rock', u'classic rock', u'60s', u'psychedelic', u'Rock and Roll', u'proto-punk', u'alternative', u'Psychedelic Rock', u'70s', u'Favourite Songs', u'pop', u'experimental', u'classic', u'garage', u'1970', u'rock out in your cube', u'punk', u'new york', u'pop rock', u'Avant-Garde', u'american', u'The Velvet Underground', u'Velvet Underground', u'red shoes ecstasy', u'Soundtrack', u'indie rock', u'happy', u'art rock', u'Garage Rock', u'favourite', u'cool', u'a subtle use of vocal harmony', u'extensive vamping', u'major key tonality', u'acoustic rhythm guitars', u'mixed acoustic and electric instrumentation', u'fucking incredible', u'prominent organ', u'political lyrics', u'groovy jazzy goodness', u'pop rock qualities', u'an emotional male lead vocal performance', u'an electric guitar solo', u'heavy metal', u'metal', u'seen live', u'indie', u'chill', u'alternative rock', u'hard rock']"
42,Heroin,527629,2679225,430000,"[u'psychedelic', u'rock', u'classic rock', u'60s', u'drugs', u'proto-punk', u'Psychedelic Rock', u'experimental', u'alternative', u'The Velvet Underground', u'art rock', u'heroin', u'Experimental Rock', u'new york', u'Lou Reed', u'Velvet Underground', u'Avant-Garde', u'american', u'indie', u'classic', u'alternative rock', u'Garage Rock', u'epic', u'1967', u'70s', u'favorites', u'noise', u'beautiful', u'intense', u'mindblowing', u'punk', u'sad', u'moody', u'Favourites', u'noise rock', u'dark', u'glam rock', u'trippy', u'best songs ever', u'andy warhol', u'favorite songs', u'Love', u'post-punk', u'Awesome', u'avantgarde', u'amazing', u'legend', u'songs about drugs', u'proto punk', u'avant rock']"
43,I'll Be Your Mirror,339621,1792021,137000,"[u'rock', u'classic rock', u'60s', u'psychedelic', u'alternative', u'Psychedelic Rock', u'art rock', u'proto-punk', u'Nico', u'american', u'female vocalists', u'beautiful', u'experimental', u'Mellow', u'Avant-Garde', u'The Velvet Underground', u'pop', u'Love', u'Experimental Rock', u'1967', u'indie', u'new york', u'chillout', u'oldies', u'best songs ever', u'Dreamy', u'Morose Deep dilate Crimson', u'classic', u'alternative rock', u'favorites', u'psychedelic pop', u'romantic', u'Garage Rock', u'melancholic', u'Lou Reed', u'Velvet Underground', u'aproragadozo loves this music', u'vugube62', u'chill', u'punk', u'favorite songs', u'sexy', u'sad', u'Progressive rock', u'calm', u'cute', u'NYC', u'favourite', u'garage', u'loved']"
44,Femme Fatale,465033,2449056,149000,"[u'rock', u'60s', u'classic rock', u'psychedelic', u'alternative', u'Psychedelic Rock', u'female vocalists', u'proto-punk', u'art rock', u'experimental', u'The Velvet Underground', u'Nico', u'Avant-Garde', u'Velvet Underground', u'pop', u'new york', u'Mellow', u'femme fatale', u'Experimental Rock', u'indie', u'sexy', u'american', u'alternative rock', u'favorites', u'1967', u'Dreamy', u'Garage Rock', u'Ballad', u'classic', u'sad', u'oldies', u'Lou Reed', u'soundtrackgdchill', u'70s', u'punk', u'Awesome', u'atmospheric', u'melancholy', u'drugs', u'amayzes loved', u'favorite songs', u'beautiful', u'female vocalist', u'Favourite Songs', u'1966', u'best songs ever', u'Morose Deep dilate Crimson', u'edie sedgwick', u'Love', u'acoustic']"
45,Candy Says (Closet Mix),20602,59215,244000,"[u'rock', u'alternative', u'red shoes ecstasy', u'Mellow', u'folk rock', u'proto-punk', u'moving', u'classic rock', u'chill', u'alternative rock', u'singer-songwriter', u'lovely', u'Ecstasy', u'FUCKING AWESOME', u'truth', u'Lou Reed', u'velvets', u'fucking beautiful', u'criterio', u'kcrw henry rollins', u'Songs to cry to', u'US rock', u'tastes like grandpa grapefruit', u'Willis', u'FMHZ', u'chaser i', u'Jozzs Magic Moments', u'rosis', u'radio as i want it', u'rariru', u'before the 70s', u'late60s-early 70s']"
46,Sister Ray,144792,515209,1020000,"[u'proto-punk', u'experimental', u'psychedelic', u'60s', u'Psychedelic Rock', u'rock', u'Avant-Garde', u'noise', u'noise rock', u'art rock', u'classic rock', u'Experimental Rock', u'epic', u'drugs', u'The Velvet Underground', u'alternative', u'Garage Rock', u'garage', u'Jam', u'70s', u'best song ever', u'Consistent Dodo Radio - Flittering', u'long', u'trippy', u'1968', u'alternative rock', u'Progressive', u'hypnotic', u'Velvet Underground', u'velvets', u'fucking incredible', u'Morose Deep dilate Crimson', u'punk', u'motorik', u'cool', u""60's"", u'Garage Punk', u'over ten minutes', u'transcendent', u'fucking brilliant', u'Songs over 10 minutes long', u'indie', u'classic', u'Progressive rock', u'fantastic', u'beautiful', u'Awesome', u'american', u'best', u'Favourites']"
