,Songs,Listeners,Playcount,Duration,Tags
0,Candidate,307775,1885661,180000,"[u'post-punk', u'new wave', u'Joy Division', u'british', u'alternative', u'Post punk', u'70s', u'rock', u'dark', u'Manchester', u'darkwave', u'indie', u'goth', u'Gothic', u'punk rock', u'scary sexy great', u'80s', u'depressed', u'cold wave', u'british i like', u'classic rock', u'alternative rock', u'indie rock', u'Gothic Rock', u'amayzes loved', u'creepy as hell', u'punk', u'psychedelic', u'mood', u'1970s', u'creepy', u'Ian Curtis', u'influential', u'depressive', u'loved tracks', u'candidate', u'davaho53', u'Alternative  Punk', u'postpunk', u'cyberpunk', u'live', u'factory', u'Favorite', u'hopeless', u'for rainy days', u'Sunday Music', u'unknown pleasures', u'electronic', u'Favorite Bands', u'experimental']"
1,Day of the Lords,345994,2188325,283000,"[u'post-punk', u'new wave', u'alternative', u'80s', u'Post punk', u'Joy Division', u'dark', u'british', u'punk', u'rock', u'Gothic', u'Manchester', u'indie', u'Gothic Rock', u'70s', u'melancholy', u'darkwave', u'goth', u'punk rock', u'alternative rock', u'haunting', u'1979', u'depressed', u'cold wave', u'english', u'british i like', u'UK', u'epic', u'madchester', u'factory', u'isolated', u'IF I EVER MADE A MOVIE THIS WOULD BE THE SOUNDTRACK', u'day of the lords', u'classic rock', u'pop', u'electro', u'Alternative  Punk', u'england', u""80's"", u'Favorite', u'1970s', u'despair', u'Favourite Songs', u'favs', u'Ian Curtis', u'depressive', u'British Punk', u'cold core', u'transitmelancolic', u'strangeromanticdeadrockcave']"
2,Disorder,593530,5203912,216000,"[u'post-punk', u'new wave', u'80s', u'alternative', u'Joy Division', u'british', u'indie', u'Post punk', u'rock', u'70s', u'Manchester', u'dark', u'beautiful', u'punk', u'Favourites', u'Ian Curtis', u'melancholy', u'Gothic', u'alternative rock', u'genius', u'love at first listen', u'Gothic Rock', u'punk rock', u'cold wave', u'All time favourites', u'goth', u'indie rock', u'favorites', u'Love', u'depressive', u'sad', u'New-Wave', u'amazing', u'male vocalists', u'1979', u'songs that i will still be listening to in a billion years', u'Awesome', u'darkwave', u'Favourite Songs', u'memories', u'Dreamy', u'loved', u'british i like', u'Pitchfork 500', u'influential', u'disorder', u'absolute classics', u'favorite songs', u'guitar', u'gay']"
3,"Styx - Converge, Rivers of Hell",582,3042,572000,[]
4,Cocytus - Shades of Phantom Souls,500,2524,555000,"[u'Masterpiece', u'funeral doom metal', u'atmospheric doom metal']"
5,Acheron - Deflecting Heaven's Will,471,2201,695000,[]
6,Folsom Prison Blues,540406,2689341,167000,"[u'country', u'folk', u'Johnny Cash', u'singer-songwriter', u'blues', u'classic country', u'americana', u'rockabilly', u'rock', u'oldies', u'classic rock', u'50s', u'cash', u'prison', u'60s', u'american', u'classic', u'live', u'favorites', u'acoustic', u'folsom prison blues', u'Alt-country', u'Rock and Roll', u'guitar', u'outlaw country', u'male vocalist', u'male vocalists', u'Favorite', u'folk rock', u'folsom prison', u'rock n roll', u'trains', u'Favourites', u'crime', u'male vocals', u'legend', u'1956', u'Traditional Country', u'american i like', u'jonny cash', u'favorite songs', u'Awesome', u'skins', u'police and thieves', u'MetroHadriani Loves this music']"
7,Travellers,604,5937,481000,"[u'ambient', u'shoegaze', u'atmospheric', u'drone']"
8,Follow,229422,1764474,198000,"[u'rock', u'alternative rock', u'hard rock', u'alternative', u'breaking benjamin', u'alternative metal', u'heard on Pandora', u'post-grunge', u'Awesome', u'intense', u'good music', u'00s', u'Post Grunge', u'metal', u'Hard', u'catchy', u'RockPop', u'american', u'loved', u'Nu Metal', u'FUCKING AWESOME', u'radioultra', u'We Are Not Alone', u'Good Mainstream', u'classic rock', u'metalcore', u'Hip-Hop', u'electronic', u'seen live', u'indie', u'pop', u'chill', u'classic', u'country', u'instrumental', u'80s', u'Grunge', u'favorite songs', u'reggae', u'emo', u'folk', u'dub', u'singer-songwriter', u'Progressive rock', u'arabic', u'pop rock', u'epic', u'world', u'Symphonic Rock', u'Gothic']"
9,Simple Design,161120,909436,255000,"[u'rock', u'alternative rock', u'hard rock', u'alternative', u'alternative metal', u'breaking benjamin', u'metal', u'Nu Metal', u'post-grunge', u'Progressive rock', u'favorites', u'american', u'00s', u'Post Grunge', u'electronic', u'electronica', u'favorite songs', u'industrial', u'techno', u'Awesome', u'Progressive', u'Favorite Artists', u'male vocalist', u'coding', u'Nu-metal', u'my music', u'american rock', u'simple design', u'heavy metal', u'Hard', u'heavy', u'sad', u'guitar', u'me', u'aggressive', u'not bad', u'cool', u'great lyrics', u'fav', u'Favourites', u'alt rock', u'lyrics', u'2000s', u'angst', u'english lyrics', u'7 of 10 stars', u'american artist', u'breaking', u'lights', u'Pennsylvania']"
