,Songs,Listeners,Playcount,Duration,Tags
0,Made In Roça,7238,36325,0,[]
1,Amiga Parceira,5737,21037,220000,[]
2,Fala a Verdade - Ao Vivo,6385,29188,0,[]
3,A Praga,5578,35351,208000,[u'trap']
4,Quase um Casal - Ao Vivo,5435,24438,0,[]
5,Impasse - Ao Vivo,6344,28130,0,[]
6,Faz Parte - Ao Vivo,5882,26352,0,[]
7,Meu Coração Deu PT - Ao Vivo,8746,47251,0,[]
8,Decide Aí - Na Praia / Ao Vivo,9213,55694,0,[]
9,50 Reais,15517,97736,0,[]
10,Parece Piada - Ao Vivo,5120,26005,0,[]
11,O Que Falta Em Você Sou Eu - Ao Vivo,6698,33816,0,[]
12,"Eu, Você, o Mar e Ela",9419,61503,0,"[u'brazilian', u'sertanejo', u'mariela', u'luan santana']"
13,Na Ponta Ela Fica,16622,108256,156000,"[u'nao acredito que eu gostei disso', u'me perdoa senhor', u'brazillian funk']"
14,Incerteza - Na Praia / Ao Vivo,3977,20044,0,[]
15,Aquele 1% - Ao Vivo,12865,58120,0,[]
16,Os Anjos Cantam,11859,68162,197000,"[u'Faves', u'LOVE LOVE LOVE', u'exo', u'rewillesmusicas']"
17,Antônimos - Ao Vivo,3478,15623,0,[]
18,Amei Te Ver,21166,192974,257000,"[u'Love', u'lovesong', u'mpb', u'favs', u'linda', u'nova mpb', u'Preferida', u'favorites 2015', u'QUE VOZ']"
19,Você Merece Cachê - Live At Boate Villa Mix,8213,31310,0,[]
20,Pra Sempre Com Você - Ao Vivo,7151,36986,0,[]
21,Infiel - Ao Vivo,14413,94764,0,[]
22,Sim ou não (Participação especial Maluma),20345,212147,206000,"[u'pop', u'funk', u'Reggaeton', u'Funk Rasteirinha']"
23,Pessoa Errada - Ao Vivo,2199,8293,0,[]
24,Motel - Ao Vivo,3107,12811,0,[]
25,Mexidinho - Ao Vivo,3086,14898,0,[]
26,Medo Bobo - Ao Vivo,15983,133267,0,[]
27,10% - Ao Vivo,18313,141321,0,"[u'sad', u'GAR\xc7OM TROCA O DEVED\xca']"
28,Encontro Com o Passado - Ao Vivo,1681,6665,0,[]
29,Show Completo - Ao Vivo,3160,14455,0,[]
30,Você Se Transformou - Ao Vivo,1999,7665,0,[]
31,Dois Idiotas - Ao Vivo,1892,7202,0,[]
32,Se Olha No Espelho - Ao Vivo,3675,15522,0,[]
33,Se Olha No Espelho - Ao Vivo,3675,15522,0,[]
34,É Rolo - Ao Vivo,1634,5314,0,[]
35,A Luz de Velas - Ao Vivo,1802,6053,0,[]
36,Fala a Verdade - Ao Vivo,6385,29188,0,[]
37,Te Procurava de Novo - Ao Vivo,2382,11138,0,[]
38,Turma do Aa - Ao Vivo,1576,5743,0,[]
39,Motel - Ao Vivo,3107,12811,0,[]
40,Pessoa Errada - Ao Vivo,2199,8293,0,[]
41,Quase um Casal - Ao Vivo,5435,24438,0,[]
42,Mexidinho - Ao Vivo,3086,14898,0,[]
43,Sem Tirar a Roupa - Ao Vivo,1904,8222,0,[]
44,Encontro Com o Passado - Ao Vivo,1681,6665,0,[]
45,Motel - Ao Vivo,3107,12811,0,[]
46,Dois Idiotas - Ao Vivo,1892,7202,0,[]
47,Sem Tirar a Roupa - Ao Vivo,1904,8222,0,[]
48,Esperanza,66,517,69000,[]
49,There's No Love In Your Violence,69,752,189000,[]
50,Second Track Of Many,86,641,211000,[]
51,Comin' Home (Nick's Memories),66,681,162000,[]
52,"Use Your Deadlights, Matey!",84,605,268000,[]
53,There`s No Love in Your Violence,9,18,0,[]
54,Comin' Home,9,26,173000,[]
55,Heart and Soul,91,657,163000,[]
56,Heart and Soul,91,657,163000,[]
57,Run to the Hills - 1998 Remastered Version,60064,210036,0,"[u'heavy metal', u'metal', u'80s', u'hard rock', u'top', u'Iron Maiden', u'devon', u'lieblingslied', u'inna', u'bebe rexha', u'clara morgane', u'brittany o neil', u'virginie caprice', u'eva shaw']"
58,Iron Maiden - Live Long Beach Arena; 1998 Remastered Version,1075,1629,0,[]
