,Songs,Listeners,Playcount,Duration,Tags
0,Fou Lee,7603,31027,224000,"[u'personal favourites', u'i know all the words to this']"
1,Fou Lee,7603,31027,224000,"[u'personal favourites', u'i know all the words to this']"
2,Fou Lee,7603,31027,224000,"[u'personal favourites', u'i know all the words to this']"
3,Fou Lee,7603,31027,224000,"[u'personal favourites', u'i know all the words to this']"
4,Hussein,12072,56888,220000,[]
5,Hussein,12072,56888,220000,[]
6,Hussein,12072,56888,220000,[]
7,Hussein,12072,56888,220000,[]
8,Hussein,12072,56888,220000,[]
9,Hussein,12072,56888,220000,[]
10,Hussein,12072,56888,220000,[]
11,Hussein,12072,56888,220000,[]
12,Hussein,12072,56888,220000,[]
13,Hussein,12072,56888,220000,[]
14,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
15,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
16,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
17,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
18,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
19,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
20,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
21,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
22,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
23,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
24,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
25,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
26,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
27,Cinemetropolis,19009,94674,246000,"[u'hip hop', u'rap']"
28,End Of The World (Outro),2217,15043,93000,[]
29,End Of The World (Outro),2217,15043,93000,[]
30,End Of The World,4978,32581,245000,"[u'rock', u'finnish', u'Gothic Rock', u'goth', u'2008', u'Gothic', u'male vocalist', u'Love Metal', u'end of times fm', u'Lovex Musik']"
31,End Of The World,4978,32581,245000,"[u'rock', u'finnish', u'Gothic Rock', u'goth', u'2008', u'Gothic', u'male vocalist', u'Love Metal', u'end of times fm', u'Lovex Musik']"
32,Ordinary Day,7101,41501,245000,"[u'finnish', u'rock', u'Gothic Rock', u'seen live', u'Favorite Bands', u'sexy', u'hard rock', u'beautiful', u'Awesome', u'glam rock', u'Love Metal', u'<3', u'suomirock', u'finnish rock', u'Greatest band ever', u'seen live 2007', u'tampere', u'on repeat', u'sexy as hell', u'legal drug', u'englisch', u'Most Amazing Bands in the Fucking World', u'My reason to breathe', u'Most beautiful voices in the world', u'songs with memories']"
33,Ordinary Day,7101,41501,245000,"[u'finnish', u'rock', u'Gothic Rock', u'seen live', u'Favorite Bands', u'sexy', u'hard rock', u'beautiful', u'Awesome', u'glam rock', u'Love Metal', u'<3', u'suomirock', u'finnish rock', u'Greatest band ever', u'seen live 2007', u'tampere', u'on repeat', u'sexy as hell', u'legal drug', u'englisch', u'Most Amazing Bands in the Fucking World', u'My reason to breathe', u'Most beautiful voices in the world', u'songs with memories']"
34,Rid Of Me,5052,30593,271000,"[u'finnish', u'rock', u'Gothic Rock', u'Lovex', u'glam', u'Love Metal', u'sexy as hell']"
35,Rid Of Me,5052,30593,271000,"[u'finnish', u'rock', u'Gothic Rock', u'Lovex', u'glam', u'Love Metal', u'sexy as hell']"
36,Rid Of Me,5052,30593,271000,"[u'finnish', u'rock', u'Gothic Rock', u'Lovex', u'glam', u'Love Metal', u'sexy as hell']"
37,Rid Of Me,5052,30593,271000,"[u'finnish', u'rock', u'Gothic Rock', u'Lovex', u'glam', u'Love Metal', u'sexy as hell']"
38,My Isolation,5350,32620,214000,"[u'rock', u'finnish', u'Love Metal', u'Gothic Rock', u'love the lyrics', u'finnish rock', u'My Favourites', u'Lovex Musik']"
39,My Isolation,5350,32620,214000,"[u'rock', u'finnish', u'Love Metal', u'Gothic Rock', u'love the lyrics', u'finnish rock', u'My Favourites', u'Lovex Musik']"
40,My Isolation,5350,32620,214000,"[u'rock', u'finnish', u'Love Metal', u'Gothic Rock', u'love the lyrics', u'finnish rock', u'My Favourites', u'Lovex Musik']"
41,My Isolation,5350,32620,214000,"[u'rock', u'finnish', u'Love Metal', u'Gothic Rock', u'love the lyrics', u'finnish rock', u'My Favourites', u'Lovex Musik']"
42,Belong To No One,5679,41554,235000,"[u'rock', u'finnish', u'male vocalist', u'good lyrics', u'mystories']"
43,Belong To No One,5679,41554,235000,"[u'rock', u'finnish', u'male vocalist', u'good lyrics', u'mystories']"
44,Belong To No One,5679,41554,235000,"[u'rock', u'finnish', u'male vocalist', u'good lyrics', u'mystories']"
